,ID,Relation,Source,Target,HR
1469,,,,gun,pištolj
1470,,,,squirt,štrcaljka
1471,,,,squirter,DUPLICATE_štrcaljka
1472,,,,yo-yo,jojo
1474,L03_48,hyponyms - misc,trousers,,hlače
1475,,,,jeans,traperice
1476,,,,bellbottom_trousers,zvonaste_hlače
1477,,,,bell-bottoms,trapezice
1478,,,,bellbottom_pants,DUPLICATE_zvonaste_hlače
1479,,,,breeches,hlače_do_koljena
1480,,,,knee_breeches,DUPLICATE_hlače_do_koljena
1481,,,,knee_pants,DUPLICATE_hlače_do_koljena
1482,,,,knickerbockers,golf_hlače
1483,,,,knickers,gaćice
1484,,,,chino,NO_TRANSLATION
1485,,,,churidars,DUPLICATE_NO_TRANSLATION
1486,,,,cords,samterice
1487,,,,corduroys,samtene_hlače
1488,,,,flannel,hlače_od_flanela
1489,,,,gabardine,hlače_od_gabardena
1490,,,,tweed,hlače_od_tvida
1491,,,,white,bijele_traperice
1492,,,,jean,DUPLICATE_bijele_traperice
1493,,,,blue_jean,plave_traperice
1494,,,,denim,hlače_od_denima
1495,,,,jodhpurs,DUPLICATE_jahaće_hlače
1496,,,,jodhpur_breeches,DUPLICATE_jahaće_hlače
1497,,,,riding_breeches,jahaće_hlače
1498,,,,long_trousers,duge_hlače
1499,,,,long_pants,DUPLICATE_duge_hlače
1500,,,,pajama,pidžama
1501,,,,pyjama,DUPLICATE_pidžama
1502,,,,pantaloon,DUPLICATE_hlače
1503,,,,pedal_pusher,DUPLICATE_NO_TRANSLATION
1504,,,,toreador_pants,DUPLICATE_NO_TRANSLATION
1505,,,,salwar,DUPLICATE_šalvare
1506,,,,shalwar,šalvare
1507,,,,short_pants,kratke_hlače
1508,,,,shorts,šorc
1509,,,,trunks,DUPLICATE_bermude
1510,,,,slacks,široke_hlače
1511,,,,stretch_pants,rastezljive_hlače
1512,,,,sweat_pants,trenirka
1513,,,,sweatpants,DUPLICATE_trenirka
1514,,,,trews,DUPLICATE_hlače
1515,,,,britches,DUPLICATE_kratke_hlače
1516,,,,buckskins,DUPLICATE_NO_TRANSLATION
1517,,,,plus_fours,DUPLICATE_NO_TRANSLATION
1518,,,,trunk_hose,DUPLICATE_NO_TRANSLATION
1519,,,,levi's,levisice
1520,,,,levis,DUPLICATE_levisice
1521,,,,bermuda_shorts,bermude
1522,,,,jamaica_shorts,DUPLICATE_NO_TRANSLATION
1523,,,,hot_pants,vruće_hlačice
1524,,,,lederhosen,kožne_hlače
1526,L03_49,hyponyms - misc,weapon,,oružje
1527,,,,gun,pištolj
1528,,,,bow,luk
1529,,,,arrow,strijela
1530,,,,dart,strelica
1531,,,,knucks,bokser
1532,,,,knuckles,DUPLICATE_bokser
1533,,,,flamethrower,bacač_plamena
1534,,,,knife,nož
1535,,,,missile,projektil
1536,,,,pike,šiljak
1537,,,,projectile,DUPLICATE_projektil
1538,,,,slasher,rezač
1539,,,,sling,praćka
1540,,,,spear,harpun
1541,,,,lance,koplje
1542,,,,shaft,NO_TRANSLATION
1543,,,,stun,omamljivač
1544,,,,baton,pendrek
1545,,,,sword,mač
1546,,,,blade,sječivo
1547,,,,brand,DUPLICATE_NO_TRANSLATION
1548,,,,steel,hladno_oružje
1549,,,,tomahawk,tomahawk
1550,,,,hatchet,sjekirica
1551,,,,fire,vatreno_oružje
1552,,,,,"puška,buzdovan"
1553,L03_50,hyponyms - misc,weekday,,dan_u_tjednu
1554,,,,monday,ponedjeljak
1555,,,,workday,radni_dan
1556,,,,working_day,DUPLICATE_radni_dan
1557,,,,work_day,DUPLICATE_radni_dan
1558,,,,feria,neradni_dan
1559,,,,mon,pon
1560,,,,tuesday,utorak
1561,,,,tues,ut
1562,,,,wednesday,srijeda
1563,,,,midweek,sredina_tjedna
1564,,,,wed,sr
1565,,,,thursday,četvrtak
1566,,,,th,čet
1567,,,,friday,petak
1568,,,,fri,pet
1569,,,,saturday,subota
1570,,,,sabbatum,šabat
1571,,,,sat,sub
