,ID,Relation,Source,Target,IT
1329,,,,garlic,aglio
1330,,,,ginger,zenzero
1331,,,,horseradish,rafano
1332,,,,jalapeño,jalapeño
1333,,,,juniper,ginepro
1334,,,,licorice,liquirizia
1335,,,,mace,macis
1336,,,,mustard,senape
1337,,,,nutmeg,noce_moscata
1338,,,,onion,cipolla
1339,,,,paprika,paprica
1340,,,,peppercorns,pepe_in_grani
1341,,,,saffron,zafferano
1342,,,,savory,santoreggia
1343,,,,sesame,sesamo
1344,,,,anise,anice
1345,,,,sumac,sommacco
1346,,,,tabasco,tabasco
1347,,,,tamarind,tamarindo
1348,,,,turmeric,curcuma
1349,,,,five_spice_powder,polvere_cinque_spezie
1350,,,,powdered_ginger,zenzero_in_polvere
1351,,,,chinese_anise,anice_cinese
1352,,,,star_anise,anice_stellato
1353,,,,star_aniseed,semi_di_anice_stellato
1354,,,,,"pimento,erba_cipollina,citronella,lemon_grass,rosmarino,salvia,timo,maggiorana,curry,basilico,prezzemolo,carom,semi_di_timolo,cumino_dei_pirati"
1355,L03_45,hyponyms - misc,sweater,,maglione
1356,,,,turtleneck,dolcevita
1357,,,,cardigan,cardigan
1358,,,,pullover,pullover
1359,,,,slipover,smanicato
1360,,,,turtle,maglione_a_collo_altro
1361,,,,polo-neck,lupetto
1362,,,,,"felpa,maglioncino,golfino"
1363,L03_46,hyponyms - misc,tool,,strumento
1364,,,,rake,rastrello
1365,,,,abrader,abrasivo
1366,,,,abradant,erosivo
1367,,,,bender,piegtrice
1368,,,,clincher,leva_cacciagomme
1369,,,,comb,pettine
1370,,,,cutting_implement,seghetto
1371,,,,drill,trapano
1372,,,,eolith,eolite
1373,,,,fork,forchetta
1374,,,,gang,NO_TRANSLATION
1375,,,,garden_tool,attrezzo_da_giardino
1376,,,,lawn_tool,tosaerba
1377,,,,grapnel,rampino
1378,,,,grapple,gancio
1379,,,,grappler,uncino
1380,,,,grappling_hook,raffio
1381,,,,grappling_iron,rampino_di_ferro
1382,,,,hack,hacktool
1383,,,,hand_tool,strumento_manuale
1384,,,,hoe,zappa
1385,,,,jack,cric
1386,,,,jaws_of_life,attrezzo_di_salvataggio
1387,,,,neolith,neolite
1388,,,,paleolith,paleolite
1389,,,,pestle,pestello
1390,,,,muller,carrello_porta_utensili
1391,,,,pounder,mortaio
1392,,,,plow,aratro
1393,,,,plough,DUPLICATE_aratro
1394,,,,power_tool,utensile_elettrico
1395,,,,punch,punzone
1396,,,,puncher,perforatrice
1397,,,,ram,ariete
1398,,,,rounder,attrezzo_filo
1399,,,,saw_set,pinza_stradaseghe
1400,,,,shaping_tool,strumento_per_sagomare
1401,,,,strickle,rasiera
1402,,,,stylus,stilo
1403,,,,style,strumento_di_bellezza
1404,,,,tamp,tamponatore
1405,,,,tamper,tamper
1406,,,,tamping_bar,rivetto
1407,,,,tap,maschiatore
1408,,,,upset,DUPLICATE_NO_TRANSLATION
1409,,,,swage,pinza_crimpatrice
1410,,,,,"cricco,mortaio,raschino,cazzuola,pennello,forbici,bucatrice,pizatrice,raschiatore,cacciavite,sega,motosega,martello,fax,garrota,switch,forgia,contapassi,cannuccia,strumento_nautico,enteroclisma,indicatore,modem,adattatore,cavo,bussola,lima,cesoia,sismografo,arcolaio,bulino,calcolatrice,calcatoio,cuneo,penna,trivella,morsa,scovolino,testiera,acciarino,coltello,disco,fischio,fionda,chiave,chiavetta,cesello,forcipe,lancetta,matita,timbro"
1411,L03_47,hyponyms - misc,toy,,giocattolo
1412,,,,doll,bambola
1413,,,,ball,palla
1414,,,,balloon,palloncino
1415,,,,cockhorse,cavallo_a_dondolo
1416,,,,dolly,bambolina
1417,,,,dollhouse,casa_delle_bambole
1418,,,,house,casa_giocattolo
1419,,,,frisbee,frisbee
1420,,,,hobby,NO_TRANSLATION
1421,,,,hobbyhorse,hobbyhorse
1422,,,,rocking,dondolo
1423,,,,horse,cavalluccio
1424,,,,hula-hoop,hula-hoop
1425,,,,jack-in-the-box,pagliaccio_nella_scatola
1426,,,,jungle,animali_della_giungla
1427,,,,gym,palestrina
1428,,,,jumping,trampolo_a_molla
1429,,,,jack,jack
1430,,,,kaleidoscope,caleidoscopio
1431,,,,kite,aquilone
1432,,,,lego,lego
1433,,,,meccano,meccano
1434,,,,shooter,fucile_giocattolo
1435,,,,pinata,pignatta
1436,,,,pinwheel,girandola
1437,,,,playhouse,teatrino
1438,,,,wendy,casetta_da_gioco
1439,,,,pogo,plastilina
1440,,,,stick,bastone_giocattolo
1441,,,,popgun,fucile_a_tappo
1442,,,,rattle,sonaglio
1443,,,,sandbox,sabbiera
1444,,,,sandpile,DUPLICATE_sabbiera
1445,,,,sandpit,paletta_e_secchiello
1446,,,,seesaw,DUPLICATE_dondolo
1447,,,,teeter,altalena_basculante
1448,,,,teeter-totter,DUPLICATE_altalena_basculante
1449,,,,teetertotter,DUPLICATE_altalena_basculante
1450,,,,teeterboard,tavola_coreana
1451,,,,tilting,pupazzo_oscillante
1452,,,,board,lavagnetta
1453,,,,dandle,giostrine_acchiappasogni
1454,,,,slide,scivolo
1455,,,,playground,parco_giochi
1456,,,,sliding,DUPLICATE_scivolo
1457,,,,slingshot,fionda
1458,,,,sling,DUPLICATE_fionda
1459,,,,catapult,catapulta_giocattolo
1460,,,,swing,altalena
1461,,,,teddy,oresacchiotto
1462,,,,bear,oresetto
1463,,,,top,trottola
1464,,,,whirligig,DUPLICATE_trottola
1465,,,,teetotum,barralliccu
1466,,,,spinning,DUPLICATE_trottola
1467,,,,train,trenino_giocattolo
1468,,,,water_pistol,fucile_ad_acqua
1469,,,,gun,pistola_giocattolo
1470,,,,squirt,spruzza_acqua
1471,,,,squirter,DUPLICATE_spruzza_acqua
1472,,,,yo-yo,yo-yo
1473,,,,,"gioco,trastullo,balocco,bambolotto,sonaglino,peluche,bambola_di_pezza,spada_giocattolo,cubo_di_rubik,play-doh,sabbia_cinetica,cubi,costruzioni,puzzle,gioco_da_tavolo,giochi_per_la_sabbia,tavola_montessori,cucina_giocattolo,attrezzi_giocattolo,cavallo_a_dondolo,burattino,marionetta,pupazzo,monopattino,rompicapo,drago,triciclo"
1474,L03_48,hyponyms - misc,trousers,,pantaloni
1475,,,,jeans,jeans
1476,,,,bellbottom_trousers,pantaloni_a_zampa
1477,,,,bell-bottoms,DUPLICATE_pantaloni_a_zampa
1478,,,,bellbottom_pants,DUPLICATE_pantaloni_a_zampa
1479,,,,breeches,calzoni
1480,,,,knee_breeches,pinocchietto
1481,,,,knee_pants,pantaloni_al_ginocchio
1482,,,,knickerbockers,pantaloni_alla_zuava
1483,,,,knickers,DUPLICATE_pantaloni_alla_zuava
1484,,,,chino,pantaloni_chino
1485,,,,churidars,churidar
1486,,,,cords,pantaloni_sportivi
1487,,,,corduroys,pantaloni_di_velluto
1488,,,,flannel,pantaloni_di_flanella
1489,,,,gabardine,pantloni_gabardine
1490,,,,tweed,pantaloni_di_tweed
1491,,,,white,pantaloni_bianchi
1492,,,,jean,jean
1493,,,,blue_jean,blue-jeans
1494,,,,denim,denim
1495,,,,jodhpurs,pantalone_da_fantino
1496,,,,jodhpur_breeches,calzone_da_equitazione
1497,,,,riding_breeches,pantaloni_da_equitazione
1498,,,,long_trousers,calzoni_lunghi
1499,,,,long_pants,pantaloni_lunghi
1500,,,,pajama,pigiama
1501,,,,pyjama,DUPLICATE_pigiama
1502,,,,pantaloon,DUPLICATE_pantaloni
1503,,,,pedal_pusher,DUPLICATE_pinocchietto
1504,,,,toreador_pants,pantalone_alla_capri
1505,,,,salwar,salwar
1506,,,,shalwar,shalwar
1507,,,,short_pants,pantaloncini
1508,,,,shorts,shorts
1509,,,,trunks,pantaloni_trochi
1510,,,,slacks,pantaloni_larghi
1511,,,,stretch_pants,pantaloni_elasticizzati
1512,,,,sweat_pants,pantaloni_della_tuta
1513,,,,sweatpants,DUPLICATE_pantaloni_della_tuta
1514,,,,trews,pantaloni_in_tartan
1515,,,,britches,DUPLICATE_pantalone_da_fantino
1516,,,,buckskins,pantaloni_di_pelle
1517,,,,plus_fours,DUPLICATE_pantaloni_alla_zuava
1518,,,,trunk_hose,calzoni_a_pallone
1519,,,,levi's,levi's
1520,,,,levis,levis
1521,,,,bermuda_shorts,bermuda
1522,,,,jamaica_shorts,pantalonici_giamaicani
1523,,,,hot_pants,pantloncini_hot_pants
1524,,,,lederhosen,lederhosen
1525,,,,,"calzoni,pantalone_palazzo,pantalone_a_gamba_d'_elefante,pantalone_chaps,pantalaccio,pantaloni_a_cavallo_basso,pantaloni_a_sigaretta,pantaloni_a_vita_alta,pantaloni_a_vita_bassa,salopette,brache,calzoncino,calzoncini,pantaloncino,pantaloni_eleganti,gonnapantalone,pantalone_con_pinces"
1526,L03_49,hyponyms - misc,weapon,,arma
1527,,,,gun,pistola
1528,,,,bow,arco
1529,,,,arrow,freccia
1530,,,,dart,dardo
1531,,,,knucks,tirapugni
1532,,,,knuckles,DUPLICATE_tirapugni
1533,,,,flamethrower,lanciafiamme
1534,,,,knife,coltello
1535,,,,missile,missile
1536,,,,pike,picca
1537,,,,projectile,proiettile
1538,,,,slasher,scure
1539,,,,sling,fionda
1540,,,,spear,alabarda
1541,,,,lance,lancia
1542,,,,shaft,asta
1543,,,,stun,taser
1544,,,,baton,manganello
1545,,,,sword,spada
1546,,,,blade,lama
1547,,,,brand,torcia
1548,,,,steel,acciaio
1549,,,,tomahawk,tomahawk
1550,,,,hatchet,accetta
1551,,,,fire,arma_da_fuoco
1552,,,,,"balestra,pugnle,corpo_contundente,fucile,baionetta,pezzo_d'_artiglieria,arma_bianca,acciaro,ferro,bomba,mina,sciabola,clava"
1553,L03_50,hyponyms - misc,weekday,,giorno_feriale
1554,,,,monday,lunedì
1555,,,,workday,giorno_lavorativo
1556,,,,working_day,giornata_lavorativa
1557,,,,work_day,giorno_di_lavoro
1558,,,,feria,feria
1559,,,,mon,lun
1560,,,,tuesday,martedì
1561,,,,tues,mar
1562,,,,wednesday,mercoledì
1563,,,,midweek,metà_settimana
1564,,,,wed,mer
1565,,,,thursday,giovedì
1566,,,,th,gio
1567,,,,friday,venerdì
1568,,,,fri,ven
1569,,,,saturday,sabato
1570,,,,sabbatum,DUPLICATE_sabato
1571,,,,sat,sab
1572,,,,,giorno_della_settimana
