,ID,Relation,Source,Target,AL
1533,,,,flamethrower,flakëhedhës
1534,,,,knife,thikë
1535,,,,missile,raketë
1536,,,,pike,heshtë
1537,,,,projectile,predhë
1538,,,,slasher,prerës
1539,,,,sling,hobe
1540,,,,spear,shtizë
1541,,,,lance,DUPLICATE_shtizë
1542,,,,shaft,bosht
1543,,,,stun,armë_trullosëse
1544,,,,baton,shkop
1545,,,,sword,shpatë
1546,,,,blade,teh
1547,,,,brand,markë
1548,,,,steel,çelik
1549,,,,tomahawk,tomahok
1550,,,,hatchet,sopatë
1551,,,,fire,zjarr
1553,L03_50,hyponyms - misc,weekday,,ditë_e_javës
1554,,,,monday,e_hënë
1555,,,,workday,ditë_pune
1556,,,,working_day,DUPLICATE_ditë_pune
1557,,,,work_day,DUPLICATE_ditë_pune
1558,,,,feria,festival
1559,,,,mon,DUPLICATE_e_hënë
1560,,,,tuesday,e_martë
1561,,,,tues,DUPLICATE_e_martë
1562,,,,wednesday,e_mërkurë
1563,,,,midweek,mesjavë
1564,,,,wed,DUPLICATE_e_mërkurë
1565,,,,thursday,e_enjte
1566,,,,th,th
1567,,,,friday,e_premte
1568,,,,fri,DUPLICATE_e_premte
1569,,,,saturday,e_shtunë
1570,,,,sabbatum,sabatum
1571,,,,sat,DUPLICATE_e_shtunë
