,ID,Relation,Source,Target,HE
1497,,,,riding_breeches,DUPLICATE_מכנסי_רכיבה
1498,,,,long_trousers,DUPLICATE_מכנסיים_ארוכות
1499,,,,long_pants,מכנסיים_ארוכות
1500,,,,pajama,פיג'מה
1501,,,,pyjama,DUPLICATE_פיג'מה
1502,,,,pantaloon,פנטלון
1503,,,,pedal_pusher,דוחף_דוושות
1504,,,,toreador_pants,מכנסי_טוראדור
1505,,,,salwar,סלוואר
1506,,,,shalwar,DUPLICATE_סלוואר
1507,,,,short_pants,מכנסיים_קצרים
1508,,,,shorts,DUPLICATE_מכנסיים_קצרים
1509,,,,trunks,מכנסי_שחייה
1510,,,,slacks,DUPLICATE_מכנסיים
1511,,,,stretch_pants,מכנסיים_נמתחים
1512,,,,sweat_pants,DUPLICATE_מכנסי_טרנינג
1513,,,,sweatpants,מכנסי_טרנינג
1514,,,,trews,טרוזים
1515,,,,britches,DUPLICATE_מכנסיים
1516,,,,buckskins,באקסקינס
1517,,,,plus_fours,מכנסיים_רחבים
1518,,,,trunk_hose,סוג_מכנסיים_קדומים
1519,,,,levi's,DUPLICATE_לויס
1520,,,,levis,לויס
1521,,,,bermuda_shorts,מכנסי_ברמודה
1522,,,,jamaica_shorts,מכנסי_ג'מייקה
1523,,,,hot_pants,מכנסיים_חמים
1524,,,,lederhosen,לדרהוזן
1526,L03_49,hyponyms - misc,weapon,,נֶשֶׁק
1527,,,,gun,אֶקְדָח
1528,,,,bow,קשת
1529,,,,arrow,חֵץ
1530,,,,dart,DUPLICATE_חץ
1531,,,,knucks,DUPLICATE_אגרופן
1532,,,,knuckles,אגרופן
1533,,,,flamethrower,להביור
1534,,,,knife,סַכִּין
1535,,,,missile,טִיל
1536,,,,pike,כִּידוֹן
1537,,,,projectile,DUPLICATE_קלע
1538,,,,slasher,חותך
1539,,,,sling,קֶלַע
1540,,,,spear,חנית
1541,,,,lance,DUPLICATE_חנית
1542,,,,shaft,מוט
1543,,,,stun,הימום
1544,,,,baton,אלה
1545,,,,sword,חֶרֶב
1546,,,,blade,להב
1547,,,,brand,מותג
1548,,,,steel,פְּלָדָה
1549,,,,tomahawk,טוֹמָהוֹק
1550,,,,hatchet,גרזן
1551,,,,fire,אֵשׁ
1553,L03_50,hyponyms - misc,weekday,,יום_חול
1554,,,,monday,יום_שני
1555,,,,workday,יום_עבודה
1556,,,,working_day,DUPLICATE_יום_עבודה
1557,,,,work_day,DUPLICATE_יום_עבודה
1558,,,,feria,DUPLICATE_יום_חול
1559,,,,mon,DUPLICATE_יום_שני
1560,,,,tuesday,יום_שלישי
1561,,,,tues,DUPLICATE_יום_שלישי
1562,,,,wednesday,יום_רביעי
1563,,,,midweek,אמצע_השבוע
1564,,,,wed,DUPLICATE_יום_רביעי
1565,,,,thursday,יום_חמישי
1566,,,,th,DUPLICATE_יום_חמישי
1567,,,,friday,יום_שישי
1568,,,,fri,DUPLICATE_יום_שישי
1569,,,,saturday,יום_שבת
1570,,,,sabbatum,שבתון
1571,,,,sat,DUPLICATE_יום_שבת
