,ID,Relation,Source,Target,EL
1311,,,,allspice,μπαχάρι
1312,,,,ajwain,NO_TRANSLATION
1313,,,,cumin,κύμινο
1314,,,,caraway_seed,σπόρος_κύμινου
1315,,,,cardamom,κάρδαμο
1316,,,,cassia,κάσσια
1317,,,,cayenne,καγιέν
1318,,,,celery_seeds,σπόροι_σέλινου
1319,,,,chile_pepper,πιπεριά_τσίλι
1320,,,,chile,τσίλι
1321,,,,cinnamon,κανέλα
1322,,,,clove,γαρίφαλο
1323,,,,coriander,κόλιανδρος
1324,,,,dill,άνηθος
1325,,,,fennel,μάραθο
1326,,,,fenugreek,τριγωνέλλα
1327,,,,frankincense,λιβάνι
1328,,,,galangal,DUPLICATE_NO_TRANSLATION
1329,,,,garlic,σκόρδο
1330,,,,ginger,τζίντζερ
1331,,,,horseradish,χρένο
1332,,,,jalapeño,πιπεριά_χαλαπένιο
1333,,,,juniper,άρκευθος
1334,,,,licorice,γλυκόριζα
1335,,,,mace,μοσχοκάρυδο
1336,,,,mustard,μουστάρδα
1337,,,,nutmeg,DUPLICATE_μοσχοκάρυδο
1338,,,,onion,κρεμμύδι
1339,,,,paprika,πάπρικα
1340,,,,peppercorns,κόκκοι_πιπεριού
1341,,,,saffron,κρόκος
1342,,,,savory,αλμυρό
1343,,,,sesame,σουσάμι
1344,,,,anise,γλυκάνισο
1345,,,,sumac,σουμάκ
1346,,,,tabasco,ταμπάσκο
1347,,,,tamarind,ταμάρινδος
1348,,,,turmeric,κουρκουμάς
1349,,,,five_spice_powder,σκόνη_με_πέντε_μπαχαρικά
1350,,,,powdered_ginger,τζίντζερ_σε_σκόνη
1351,,,,chinese_anise,κινέζικος_γλυκάνισος
1352,,,,star_anise,αστεροειδές_γλυκάνισο
1353,,,,star_aniseed,DUPLICATE_αστεροειδές_γλυκάνισο
1355,L03_45,hyponyms - misc,sweater,,πουλόβερ
1356,,,,turtleneck,ζιβάγκο
1357,,,,cardigan,πλεκτή_ζακέτα
1358,,,,pullover,DUPLICATE_πουλόβερ
1359,,,,slipover,γιλέκο
1360,,,,turtle,DUPLICATE_ζιβάγκο
1361,,,,polo-neck,μπλουζάκι_πόλο
1363,L03_46,hyponyms - misc,tool,,εργαλείο
1364,,,,rake,τσουγκράνα
1365,,,,abrader,τριβείο
1366,,,,abradant,DUPLICATE_τριβείο
1367,,,,bender,εργαλείο_λυγίσματος
1368,,,,clincher,πένσα
1369,,,,comb,βούρτσα
1370,,,,cutting_implement,κοπτικό_εργαλείο
1371,,,,drill,τρυπάνι
1372,,,,eolith,ιόλιθος
1373,,,,fork,DUPLICATE_τσουγκράνα
1374,,,,gang,συνεργείο
1375,,,,garden_tool,εργαλείο_κήπου
1376,,,,lawn_tool,χλοοκοπτικό_εργαλείο
1377,,,,grapnel,γάντζος
1378,,,,grapple,τροχαλία
1379,,,,grappler,παλάγκο
1380,,,,grappling_hook,DUPLICATE_γάντζος
1381,,,,grappling_iron,σιδερένιος_γάντζος
1382,,,,hack,τσεκούρι
1383,,,,hand_tool,εργαλείο_χειρός
1384,,,,hoe,τσάπα
1385,,,,jack,γρύλος
1386,,,,jaws_of_life,σαγόνια_της_ζωής
1387,,,,neolith,νεόλιθος
1388,,,,paleolith,παλαιόλιθος
1389,,,,pestle,γουδοχέρι
1390,,,,muller,κόπανος
1391,,,,pounder,σφυρί
1392,,,,plow,άροτρο
1393,,,,plough,DUPLICATE_άροτρο
1394,,,,power_tool,ηλεκτρικό_εργαλείο
1395,,,,punch,ζουμπάς
1396,,,,puncher,DUPLICATE_ζουμπάς
1397,,,,ram,έμβολο
1398,,,,rounder,NO_TRANSLATION
1399,,,,saw_set,σετ_πριόνια
1400,,,,shaping_tool,εργαλείο_διαμόρφωσης
1401,,,,strickle,DUPLICATE_πένσα
1402,,,,stylus,γραφίδα
1403,,,,style,στιλ
1404,,,,tamp,σκαπτικό
1405,,,,tamper,DUPLICATE_σκαπτικό
1406,,,,tamping_bar,DUPLICATE_σκαπτικό
1407,,,,tap,κάνουλα
1408,,,,upset,DUPLICATE_NO_TRANSLATION
1409,,,,swage,εργαλείο_κάμψης_μετάλλου
1410,,,,,"σφιγκτήρας,πρέσα,σφυρί"
1411,L03_47,hyponyms - misc,toy,,παιχνίδι
1412,,,,doll,κούκλα
1413,,,,ball,μπάλα
1414,,,,balloon,μπαλόνι
1415,,,,cockhorse,κουνιστό_αλογάκι
1416,,,,dolly,κουκλίτσα
1417,,,,dollhouse,κουκλόσπιτο
1418,,,,house,σπίτι
1419,,,,frisbee,φρίσμπι
1420,,,,hobby,χόμπι
1421,,,,hobbyhorse,DUPLICATE_κουνιστό_αλογάκι
1422,,,,rocking,κουνιστό
1423,,,,horse,άλογο
1424,,,,hula-hoop,χούλα_χουπ
1425,,,,jack-in-the-box,φασουλής
1426,,,,jungle,ζούγκλα
1427,,,,gym,γυμναστήριο
1428,,,,jumping,πηδηχτό
1429,,,,jack,γρύλος
1430,,,,kaleidoscope,καλειδοσκόπιο
1431,,,,kite,χαρταετός
1432,,,,lego,λέγκο
1433,,,,meccano,μεκάνο
1434,,,,shooter,σκοπευτής
1435,,,,pinata,πινιάτα
1436,,,,pinwheel,χάρτινος_ανεμόμυλος
1437,,,,playhouse,DUPLICATE_κουκλόσπιτο
1438,,,,wendy,NO_TRANSLATION
1439,,,,pogo,πόγκο
1440,,,,stick,DUPLICATE_πόγκο
1441,,,,popgun,όπλο
1442,,,,rattle,κουδουνίστρα
1443,,,,sandbox,σκάμμα_με_άμμο
1444,,,,sandpile,αμμοδόχος
1445,,,,sandpit,σκάμμα
1446,,,,seesaw,τραμπάλα
1447,,,,teeter,DUPLICATE_τραμπάλα
1448,,,,teeter-totter,DUPLICATE_τραμπάλα
1449,,,,teetertotter,DUPLICATE_τραμπάλα
1450,,,,teeterboard,DUPLICATE_τραμπάλα
1451,,,,tilting,DUPLICATE_τραμπάλα
1452,,,,board,DUPLICATE_τραμπάλα
1453,,,,dandle,νταχτίρισμα
1454,,,,slide,τσουλήθρα
1455,,,,playground,παιδική_χαρά
1456,,,,sliding,DUPLICATE_τσουλήθρα
1457,,,,slingshot,σφεντόνα
1458,,,,sling,DUPLICATE_σφεντόνα
1459,,,,catapult,καταπέλτης
1460,,,,swing,κούνια
1461,,,,teddy,αρκουδάκι
1462,,,,bear,αρκούδα
1463,,,,top,μπλούζα
1464,,,,whirligig,σβούρα
1465,,,,teetotum,DUPLICATE_σβούρα
1466,,,,spinning,DUPLICATE_σβούρα
1467,,,,train,τρένο
1468,,,,water_pistol,νεροπίστολο
1471,,,,squirter,DUPLICATE_νεροπίστολο
1472,,,,yo-yo,γιογιό
1474,L03_48,hyponyms - misc,trousers,,παντελόνι
1475,,,,jeans,τζιν_παντελονι
1476,,,,bellbottom_trousers,παντελόνι_καμπάνα
1477,,,,bell-bottoms,καμπάνα
1478,,,,bellbottom_pants,DUPLICATE_παντελόνι_καμπάνα
1479,,,,breeches,βράκα
1480,,,,knee_breeches,DUPLICATE_βράκα
1481,,,,knee_pants,κοντό_παντελονάκι
1482,,,,knickerbockers,φουφούλα
1483,,,,knickers,εσώρουχο
1484,,,,chino,τσίνο
1485,,,,churidars,NO_TRANSLATION
1486,,,,cords,κοτλέ_παντελόνι
1487,,,,corduroys,κοτλέ
1488,,,,flannel,φανελένιο_παντελόνι
1489,,,,gabardine,γκαμπαρντίνα
1490,,,,tweed,τουίντ
1491,,,,white,άσπρο
1492,,,,jean,τζιν
1493,,,,blue_jean,μπλούτζιν
1494,,,,denim,ντένιμ
1495,,,,jodhpurs,παντελόνι_ιππασίας
1496,,,,jodhpur_breeches,DUPLICATE_παντελόνι_ιππασίας
1497,,,,riding_breeches,DUPLICATE_παντελόνι_ιππασίας
1498,,,,long_trousers,μακρύ_παντελόνι
1499,,,,long_pants,DUPLICATE_μακρύ_παντελόνι
1500,,,,pajama,πιτζάμα
1501,,,,pyjama,DUPLICATE_πιτζάμα
1502,,,,pantaloon,παντελόνα
1503,,,,pedal_pusher,παντελόνι_κάπρι
1504,,,,toreador_pants,στενό_κάπρι_παντελόνι
1505,,,,salwar,σαλβάρι
1506,,,,shalwar,DUPLICATE_σαλβάρι
1507,,,,short_pants,κοντό_παντελόνι
1508,,,,shorts,σορτς
1509,,,,trunks,μποξεράκι
1510,,,,slacks,DUPLICATE_παντελόνι
1511,,,,stretch_pants,κολάν
1512,,,,sweat_pants,φόρμα_γυμναστικής
1513,,,,sweatpants,φόρμα
1514,,,,trews,σκοτσέζικο_παντελόνι
1515,,,,britches,DUPLICATE_βράκα
1516,,,,buckskins,σουέντ_παντελόνι
1517,,,,plus_fours,παντελόνι_γκολφ
1518,,,,trunk_hose,DUPLICATE_φουφούλα
1519,,,,levi's,Levis
1520,,,,levis,levis
1521,,,,bermuda_shorts,βερμούδα
1522,,,,jamaica_shorts,DUPLICATE_βερμούδα
1523,,,,hot_pants,καυτό_σορτς
1524,,,,lederhosen,δερμάτινο_παντελόνι
1525,,,,,κιλότα
1526,L03_49,hyponyms - misc,weapon,,όπλο
1527,,,,gun,πιστόλι
1528,,,,bow,τόξο
1529,,,,arrow,βέλος
1530,,,,dart,βελάκι
1531,,,,knucks,σιδηρογροθιά
1532,,,,knuckles,DUPLICATE_σιδηρογροθιά
1533,,,,flamethrower,φλογοβόλο
1534,,,,knife,μαχαίρι
1535,,,,missile,πύραυλος
1536,,,,pike,ακόντιο
1537,,,,projectile,βλήμα
1538,,,,slasher,NO_TRANSLATION
1539,,,,sling,σφεντόνα
1540,,,,spear,δόρυ
1541,,,,lance,λόγχη
1542,,,,shaft,κοντάρι
1543,,,,stun,όπλο_λέιζερ
1544,,,,baton,κλομπ
1545,,,,sword,σπαθί
1546,,,,blade,λεπίδα
1547,,,,brand,μάρκα
1548,,,,steel,ατσάλι
1549,,,,tomahawk,τόμαχοκ
1550,,,,hatchet,μπαλτάς
1551,,,,fire,φωτιά
1553,L03_50,hyponyms - misc,weekday,,ημέρα
1554,,,,monday,Δευτέρα
1555,,,,workday,ημέρα_εργασίας
1556,,,,working_day,εργάσιμη_ημέρα
1557,,,,work_day,εργάσιμη_μέρα
1558,,,,feria,καθημερινή
1559,,,,mon,Δευτ
1560,,,,tuesday,Τρίτη
1561,,,,tues,Τρ
1562,,,,wednesday,Τετάρτη
1563,,,,midweek,μέσο_της_εβδομάδας
1564,,,,wed,Τετ
1565,,,,thursday,Πέμπτη
1566,,,,th,Πεμ
1567,,,,friday,Παρασκευή
1568,,,,fri,Παρ
1569,,,,saturday,Σάββατο
1570,,,,sabbatum,DUPLICATE_Σάββατο
1571,,,,sat,Σάβ
