,Language,a,b,c,d,prompts
183,EL,χρωματιστός,σκοτεινιασμένος,όμορφος,"['άσχημος', 'παραμορφωμένος', 'με_μοχθηρή_εμφάνιση', 'αηδιαστικός', 'αλλόκοτος', 'τερατώδης', 'φριχτός', 'αποκρουστικός', 'κακάσχημος', 'καταβεβλημένος', 'αντιπαθητικός', 'μη_γραφικός', 'αντιαισθητικός', 'δυσάρεστος', 'μη_ελκυστικός', 'περίεργος', 'γκροτέσκος,φρικτός']","το ""χρωματιστός"" είναι προς το ""σκοτεινιασμένος"" ό,τι το ""όμορφος"" προς το "
184,EL,αποφασιστικός,αναποφάσιστος,ικανός,"['ανίκανος', 'ανειδίκευτος', 'χωρίς_τα_απαιτούμενα_προσόντα', 'αναποτελεσματικός']","το ""αποφασιστικός"" είναι προς το ""αναποφάσιστος"" ό,τι το ""ικανός"" προς το "
185,EL,χρωματιστός,λευκός,αποφασιστικός,"['διστακτικός', 'αναποφάσιστος', 'ατελέσφορος', 'ακαταστάλαχτος']","το ""χρωματιστός"" είναι προς το ""λευκός"" ό,τι το ""αποφασιστικός"" προς το "
186,EL,άφθονος,ελειμματικός,μαγειρεμένος,"['ωμός', 'μισοψημένος', 'φρέσκος', 'φυσικός', 'που_δεν_έχει_μαγειρευτεί_αρκετά', 'σενιάν', 'άψητος', 'αφρυγάνιστος']","το ""άφθονος"" είναι προς το ""ελειμματικός"" ό,τι το ""μαγειρεμένος"" προς το "
187,EL,ικανός,ανίκανος,κοινός,"['σπάνιος', 'μη_συχνός', 'σπανίζων', 'ασυνήθιστος', 'μη_συνηθισμένος']","το ""ικανός"" είναι προς το ""ανίκανος"" ό,τι το ""κοινός"" προς το "
188,EL,όμορφος,άσχημος,ανήσυχος,"['αδιάφορος', 'μπλαζέ', 'χαλαρός', 'άνετος', 'που_δεν_ανησυχεί', 'απαθής', 'που_δε_νοιάζεται', 'αποστασιοποιημένος', 'αμέτοχος', 'απρόσεκτος']","το ""όμορφος"" είναι προς το ""άσχημος"" ό,τι το ""ανήσυχος"" προς το "
189,EL,επικίνδυνος,ασφαλής,όμορφος,"['άσχημος', 'παραμορφωμένος', 'με_μοχθηρή_εμφάνιση', 'αηδιαστικός', 'αλλόκοτος', 'τερατώδης', 'φριχτός', 'αποκρουστικός', 'κακάσχημος', 'καταβεβλημένος', 'αντιπαθητικός', 'μη_γραφικός', 'αντιαισθητικός', 'δυσάρεστος', 'μη_ελκυστικός', 'περίεργος', 'γκροτέσκος,φρικτός']","το ""επικίνδυνος"" είναι προς το ""ασφαλής"" ό,τι το ""όμορφος"" προς το "
190,EL,επικίνδυνος,ασφαλής,επικίνδυνος,"['ασφαλής', 'αξιόπιστος', 'χωρίς_κίνδυνο', 'ακίνδυνος', 'ασφαλής_και_υγιής', 'άθικτος', 'αβλαβής', 'άτρωτος', 'αλώβητος']","το ""επικίνδυνος"" είναι προς το ""ασφαλής"" ό,τι το ""επικίνδυνος"" προς το "
191,EL,χρωματιστός,λευκασμένος,χρωματιστός,"['άχρωμος', 'θαμπός', 'ουδέτερος', 'χλωμός', 'λευκός', 'λευκασμένος', 'ξεθωριασμένος', 'ξεπλυμένος', 'άτονος', 'μουντός', 'σκοτεινιασμένος', 'σκοτεινός', 'βαρετός', 'γκριζαρισμένος', 'που_έχει_υποστεί_ωχρίαση', 'μαραζωμένος', 'ζωηρός', 'κέρινος', 'κηρώδης', 'κερένιος', 'ξασπρισμένος']","το ""χρωματιστός"" είναι προς το ""λευκασμένος"" ό,τι το ""χρωματιστός"" προς το "
192,EL,αποφασιστικός,διστακτικός,χρωματιστός,"['άχρωμος', 'θαμπός', 'ουδέτερος', 'χλωμός', 'λευκός', 'λευκασμένος', 'ξεθωριασμένος', 'ξεπλυμένος', 'άτονος', 'μουντός', 'σκοτεινιασμένος', 'σκοτεινός', 'βαρετός', 'γκριζαρισμένος', 'που_έχει_υποστεί_ωχρίαση', 'μαραζωμένος', 'ζωηρός', 'κέρινος', 'κηρώδης', 'κερένιος', 'ξασπρισμένος']","το ""αποφασιστικός"" είναι προς το ""διστακτικός"" ό,τι το ""χρωματιστός"" προς το "
193,EL,χρωματιστός,άχρωμος,ικανός,"['ανίκανος', 'ανειδίκευτος', 'χωρίς_τα_απαιτούμενα_προσόντα', 'αναποτελεσματικός']","το ""χρωματιστός"" είναι προς το ""άχρωμος"" ό,τι το ""ικανός"" προς το "
194,EL,χρωματιστός,λευκασμένος,άφθονος,"['σπανίζων', 'σπάνιος', 'λίγος', 'πενιχρός', 'φτωχός', 'μίζερος', 'ελλιπής', 'ανεπαρκής', 'ελειμματικός']","το ""χρωματιστός"" είναι προς το ""λευκασμένος"" ό,τι το ""άφθονος"" προς το "
195,EL,όμορφος,αντιπαθητικός,ικανός,"['ανίκανος', 'ανειδίκευτος', 'χωρίς_τα_απαιτούμενα_προσόντα', 'αναποτελεσματικός']","το ""όμορφος"" είναι προς το ""αντιπαθητικός"" ό,τι το ""ικανός"" προς το "
196,EL,όμορφος,αποκρουστικός,χρωματιστός,"['άχρωμος', 'θαμπός', 'ουδέτερος', 'χλωμός', 'λευκός', 'λευκασμένος', 'ξεθωριασμένος', 'ξεπλυμένος', 'άτονος', 'μουντός', 'σκοτεινιασμένος', 'σκοτεινός', 'βαρετός', 'γκριζαρισμένος', 'που_έχει_υποστεί_ωχρίαση', 'μαραζωμένος', 'ζωηρός', 'κέρινος', 'κηρώδης', 'κερένιος', 'ξασπρισμένος']","το ""όμορφος"" είναι προς το ""αποκρουστικός"" ό,τι το ""χρωματιστός"" προς το "
197,EL,αποφασιστικός,διστακτικός,καθαρός,"['ασαφής', 'αόριστος', 'μη_ξεκάθαρος', 'απροσδιόριστος', 'ακαθόριστος']","το ""αποφασιστικός"" είναι προς το ""διστακτικός"" ό,τι το ""καθαρός"" προς το "
198,EL,χρωματιστός,λευκασμένος,επικίνδυνος,"['ασφαλής', 'αξιόπιστος', 'χωρίς_κίνδυνο', 'ακίνδυνος', 'ασφαλής_και_υγιής', 'άθικτος', 'αβλαβής', 'άτρωτος', 'αλώβητος']","το ""χρωματιστός"" είναι προς το ""λευκασμένος"" ό,τι το ""επικίνδυνος"" προς το "
199,EL,χρωματιστός,λευκός,χρωματιστός,"['άχρωμος', 'θαμπός', 'ουδέτερος', 'χλωμός', 'λευκός', 'λευκασμένος', 'ξεθωριασμένος', 'ξεπλυμένος', 'άτονος', 'μουντός', 'σκοτεινιασμένος', 'σκοτεινός', 'βαρετός', 'γκριζαρισμένος', 'που_έχει_υποστεί_ωχρίαση', 'μαραζωμένος', 'ζωηρός', 'κέρινος', 'κηρώδης', 'κερένιος', 'ξασπρισμένος']","το ""χρωματιστός"" είναι προς το ""λευκός"" ό,τι το ""χρωματιστός"" προς το "
200,EL,γνώστης,αδιάφορος,χρωματιστός,"['άχρωμος', 'θαμπός', 'ουδέτερος', 'χλωμός', 'λευκός', 'λευκασμένος', 'ξεθωριασμένος', 'ξεπλυμένος', 'άτονος', 'μουντός', 'σκοτεινιασμένος', 'σκοτεινός', 'βαρετός', 'γκριζαρισμένος', 'που_έχει_υποστεί_ωχρίαση', 'μαραζωμένος', 'ζωηρός', 'κέρινος', 'κηρώδης', 'κερένιος', 'ξασπρισμένος']","το ""γνώστης"" είναι προς το ""αδιάφορος"" ό,τι το ""χρωματιστός"" προς το "
201,EL,άφθονος,λίγος,όμορφος,"['άσχημος', 'παραμορφωμένος', 'με_μοχθηρή_εμφάνιση', 'αηδιαστικός', 'αλλόκοτος', 'τερατώδης', 'φριχτός', 'αποκρουστικός', 'κακάσχημος', 'καταβεβλημένος', 'αντιπαθητικός', 'μη_γραφικός', 'αντιαισθητικός', 'δυσάρεστος', 'μη_ελκυστικός', 'περίεργος', 'γκροτέσκος,φρικτός']","το ""άφθονος"" είναι προς το ""λίγος"" ό,τι το ""όμορφος"" προς το "
202,EL,μαγειρεμένος,μισοψημένος,αποφασιστικός,"['διστακτικός', 'αναποφάσιστος', 'ατελέσφορος', 'ακαταστάλαχτος']","το ""μαγειρεμένος"" είναι προς το ""μισοψημένος"" ό,τι το ""αποφασιστικός"" προς το "
203,EL,χρωματιστός,ουδέτερος,άφθονος,"['σπανίζων', 'σπάνιος', 'λίγος', 'πενιχρός', 'φτωχός', 'μίζερος', 'ελλιπής', 'ανεπαρκής', 'ελειμματικός']","το ""χρωματιστός"" είναι προς το ""ουδέτερος"" ό,τι το ""άφθονος"" προς το "
204,EL,ικανός,ανίκανος,χρωματιστός,"['άχρωμος', 'θαμπός', 'ουδέτερος', 'χλωμός', 'λευκός', 'λευκασμένος', 'ξεθωριασμένος', 'ξεπλυμένος', 'άτονος', 'μουντός', 'σκοτεινιασμένος', 'σκοτεινός', 'βαρετός', 'γκριζαρισμένος', 'που_έχει_υποστεί_ωχρίαση', 'μαραζωμένος', 'ζωηρός', 'κέρινος', 'κηρώδης', 'κερένιος', 'ξασπρισμένος']","το ""ικανός"" είναι προς το ""ανίκανος"" ό,τι το ""χρωματιστός"" προς το "
205,EL,όμορφος,άσχημος,χρωματιστός,"['άχρωμος', 'θαμπός', 'ουδέτερος', 'χλωμός', 'λευκός', 'λευκασμένος', 'ξεθωριασμένος', 'ξεπλυμένος', 'άτονος', 'μουντός', 'σκοτεινιασμένος', 'σκοτεινός', 'βαρετός', 'γκριζαρισμένος', 'που_έχει_υποστεί_ωχρίαση', 'μαραζωμένος', 'ζωηρός', 'κέρινος', 'κηρώδης', 'κερένιος', 'ξασπρισμένος']","το ""όμορφος"" είναι προς το ""άσχημος"" ό,τι το ""χρωματιστός"" προς το "
206,EL,γνώστης,αδιάφορος,ικανός,"['ανίκανος', 'ανειδίκευτος', 'χωρίς_τα_απαιτούμενα_προσόντα', 'αναποτελεσματικός']","το ""γνώστης"" είναι προς το ""αδιάφορος"" ό,τι το ""ικανός"" προς το "
207,EL,καθαρός,απροσδιόριστος,ικανός,"['ανίκανος', 'άχρηστος', 'ακατάλληλος', 'άνισος']","το ""καθαρός"" είναι προς το ""απροσδιόριστος"" ό,τι το ""ικανός"" προς το "
208,EL,κοινός,σπάνιος,ανήσυχος,"['αδιάφορος', 'μπλαζέ', 'χαλαρός', 'άνετος', 'που_δεν_ανησυχεί', 'απαθής', 'που_δε_νοιάζεται', 'αποστασιοποιημένος', 'αμέτοχος', 'απρόσεκτος']","το ""κοινός"" είναι προς το ""σπάνιος"" ό,τι το ""ανήσυχος"" προς το "
209,EL,μαγειρεμένος,μισοψημένος,καθαρός,"['ασαφής', 'αόριστος', 'μη_ξεκάθαρος', 'απροσδιόριστος', 'ακαθόριστος']","το ""μαγειρεμένος"" είναι προς το ""μισοψημένος"" ό,τι το ""καθαρός"" προς το "
210,IT,colorato,neutro,decisivo,"['esitante', 'incerto', 'inconcludente', 'irresoluto']","""colorato"" sta a ""neutro"" come ""decisivo"" sta a  "
211,IT,consapevole,indifferente,colorato,"['incolore', 'monotono', 'neutro', 'pallido', 'bianco', 'schiarito', 'sbiadito', 'diluito', 'scialbo', 'cupo', 'spento', 'ingrigito', 'eziolato', 'vivace', 'cereo', 'sbiancato']","""consapevole"" sta a ""indifferente"" come ""colorato"" sta a  "
212,IT,preoccupato,informale,preoccupato,"['indifferente', 'contento', 'informale', 'noncurante', 'degage', 'distaccato', 'non_coinvolto', 'distratto', 'imperturbato']","""preoccupato"" sta a ""informale"" come ""preoccupato"" sta a  "
213,IT,colorato,cupo,bellissimo,"['brutto', 'sfigurato', ""dall'aspetto_sgradevole"", 'orrendo', 'grottesco', 'mostruoso', 'odioso', 'ripugnante', 'scrofoloso', 'non_attraente', 'non_pittoresco', 'antiestetico', 'sgradevole', 'poco_attraente', 'sgraziato']","""colorato"" sta a ""cupo"" come ""bellissimo"" sta a  "
214,IT,decisivo,incerto,competente,"['incompetente', 'non_specializzato', 'non_qualificato', 'inefficiente']","""decisivo"" sta a ""incerto"" come ""competente"" sta a  "
215,IT,colorato,bianco,decisivo,"['esitante', 'incerto', 'inconcludente', 'irresoluto']","""colorato"" sta a ""bianco"" come ""decisivo"" sta a  "
216,IT,abbondante,inadeguato,cotto,"['crudo', 'fatto_a_metà', 'fresco', 'naturale', 'non_cotto_a_sufficienza', 'al_sangue', 'non_tostato']","""abbondante"" sta a ""inadeguato"" come ""cotto"" sta a  "
217,IT,essere_in_grado,non_essere_in_grado,comune,"['raro', 'non_frequente', 'scarso', 'inconsueto', 'straordinario']","""essere_in_grado"" sta a ""non_essere_in_grado"" come ""comune"" sta a  "
218,IT,bellissimo,brutto,preoccupato,"['indifferente', 'contento', 'informale', 'noncurante', 'degage', 'distaccato', 'non_coinvolto', 'distratto', 'imperturbato']","""bellissimo"" sta a ""brutto"" come ""preoccupato"" sta a  "
219,IT,pericoloso,sicuro,bellissimo,"['brutto', 'sfigurato', ""dall'aspetto_sgradevole"", 'orrendo', 'grottesco', 'mostruoso', 'odioso', 'ripugnante', 'scrofoloso', 'non_attraente', 'non_pittoresco', 'antiestetico', 'sgradevole', 'poco_attraente', 'sgraziato']","""pericoloso"" sta a ""sicuro"" come ""bellissimo"" sta a  "
220,IT,pericoloso,sicuro,pericoloso,"['sicuro', 'piano_B', 'senza_rischio', 'non_pericoloso', 'sano_e_salvo', 'illeso', 'innocuo', 'invulnerabile', 'incolume']","""pericoloso"" sta a ""sicuro"" come ""pericoloso"" sta a  "
221,IT,colorato,schiarito,colorato,"['incolore', 'monotono', 'neutro', 'pallido', 'bianco', 'schiarito', 'sbiadito', 'diluito', 'scialbo', 'cupo', 'spento', 'ingrigito', 'eziolato', 'vivace', 'cereo', 'sbiancato']","""colorato"" sta a ""schiarito"" come ""colorato"" sta a  "
222,IT,decisivo,esitante,colorato,"['incolore', 'monotono', 'neutro', 'pallido', 'bianco', 'schiarito', 'sbiadito', 'diluito', 'scialbo', 'cupo', 'spento', 'ingrigito', 'eziolato', 'vivace', 'cereo', 'sbiancato']","""decisivo"" sta a ""esitante"" come ""colorato"" sta a  "
223,IT,colorato,incolore,competente,"['incompetente', 'non_specializzato', 'non_qualificato', 'inefficiente']","""colorato"" sta a ""incolore"" come ""competente"" sta a  "
224,IT,colorato,schiarito,abbondante,"['scarso', 'raro', 'stretto', 'in_modo_squallido', 'avaro', 'misero', 'insufficiente', 'inadeguato']","""colorato"" sta a ""schiarito"" come ""abbondante"" sta a  "
225,IT,bellissimo,non_attraente,competente,"['incompetente', 'non_specializzato', 'non_qualificato', 'inefficiente']","""bellissimo"" sta a ""non_attraente"" come ""competente"" sta a  "
226,IT,bellissimo,ripugnante,colorato,"['incolore', 'monotono', 'neutro', 'pallido', 'bianco', 'schiarito', 'sbiadito', 'diluito', 'scialbo', 'cupo', 'spento', 'ingrigito', 'eziolato', 'vivace', 'cereo', 'sbiancato']","""bellissimo"" sta a ""ripugnante"" come ""colorato"" sta a  "
227,IT,decisivo,esitante,trasparente,"['indistinto', 'oscuro', 'poco_chiaro', 'imprecisato', 'indefinibile']","""decisivo"" sta a ""esitante"" come ""trasparente"" sta a  "
228,IT,colorato,schiarito,pericoloso,"['sicuro', 'piano_B', 'senza_rischio', 'non_pericoloso', 'sano_e_salvo', 'illeso', 'innocuo', 'invulnerabile', 'incolume']","""colorato"" sta a ""schiarito"" come ""pericoloso"" sta a  "
229,IT,colorato,bianco,colorato,"['incolore', 'monotono', 'neutro', 'pallido', 'bianco', 'schiarito', 'sbiadito', 'diluito', 'scialbo', 'cupo', 'spento', 'ingrigito', 'eziolato', 'vivace', 'cereo', 'sbiancato']","""colorato"" sta a ""bianco"" come ""colorato"" sta a  "
230,IT,consapevole,indifferente,colorato,"['incolore', 'monotono', 'neutro', 'pallido', 'bianco', 'schiarito', 'sbiadito', 'diluito', 'scialbo', 'cupo', 'spento', 'ingrigito', 'eziolato', 'vivace', 'cereo', 'sbiancato']","""consapevole"" sta a ""indifferente"" come ""colorato"" sta a  "
231,IT,abbondante,stretto,bellissimo,"['brutto', 'sfigurato', ""dall'aspetto_sgradevole"", 'orrendo', 'grottesco', 'mostruoso', 'odioso', 'ripugnante', 'scrofoloso', 'non_attraente', 'non_pittoresco', 'antiestetico', 'sgradevole', 'poco_attraente', 'sgraziato']","""abbondante"" sta a ""stretto"" come ""bellissimo"" sta a  "
232,IT,cotto,fatto_a_metà,decisivo,"['esitante', 'incerto', 'inconcludente', 'irresoluto']","""cotto"" sta a ""fatto_a_metà"" come ""decisivo"" sta a  "
233,IT,colorato,neutro,abbondante,"['scarso', 'raro', 'stretto', 'in_modo_squallido', 'avaro', 'misero', 'insufficiente', 'inadeguato']","""colorato"" sta a ""neutro"" come ""abbondante"" sta a  "
234,IT,competente,incompetente,colorato,"['incolore', 'monotono', 'neutro', 'pallido', 'bianco', 'schiarito', 'sbiadito', 'diluito', 'scialbo', 'cupo', 'spento', 'ingrigito', 'eziolato', 'vivace', 'cereo', 'sbiancato']","""competente"" sta a ""incompetente"" come ""colorato"" sta a  "
235,IT,bellissimo,brutto,colorato,"['incolore', 'monotono', 'neutro', 'pallido', 'bianco', 'schiarito', 'sbiadito', 'diluito', 'scialbo', 'cupo', 'spento', 'ingrigito', 'eziolato', 'vivace', 'cereo', 'sbiancato']","""bellissimo"" sta a ""brutto"" come ""colorato"" sta a  "
236,IT,consapevole,indifferente,competente,"['incompetente', 'non_specializzato', 'non_qualificato', 'inefficiente']","""consapevole"" sta a ""indifferente"" come ""competente"" sta a  "
237,IT,trasparente,imprecisato,essere_in_grado,"['non_essere_in_grado', 'incapace', 'incompetente', 'disuguale']","""trasparente"" sta a ""imprecisato"" come ""essere_in_grado"" sta a  "
238,IT,comune,raro,preoccupato,"['indifferente', 'contento', 'informale', 'noncurante', 'degage', 'distaccato', 'non_coinvolto', 'distratto', 'imperturbato']","""comune"" sta a ""raro"" come ""preoccupato"" sta a  "
239,IT,cotto,fatto_a_metà,trasparente,"['indistinto', 'oscuro', 'poco_chiaro', 'imprecisato', 'indefinibile']","""cotto"" sta a ""fatto_a_metà"" come ""trasparente"" sta a  "
240,RO,colorat,neutru,decisiv,"['ezită', 'nehotărât', 'ezitant', 'neconcludent']","""colorat"" este pentru ""neutru"" cum ""decisiv"" este pentru "
241,RO,conștient,indiferent,colorat,"['incolor', 'mat', 'neutru', 'pal', 'alb', 'decolorat', 'stins', 'spălăcit', 'cenușiu', 'întunecat', 'atenuat', 'etiolare', 'ceruit', 'ca_ceara', 'ceros', 'albit']","""conștient"" este pentru ""indiferent"" cum ""colorat"" este pentru "
242,RO,îngrijorat,cauzal,îngrijorat,"['nepreocupat', 'blazat', 'vesel', 'cauzal', 'nepăsător', 'nonșalant', 'degajat', 'detașat', 'neimplicat', 'indiferent', 'neglijent', 'netulburat']","""îngrijorat"" este pentru ""cauzal"" cum ""îngrijorat"" este pentru "
243,RO,colorat,întunecat,frumos,"['urât', 'desfigurat', 'cu_aspect_rău', 'foarte_neatrăgător', 'grotesc', 'monstruos', 'hidos', 'repulsiv', 'slut', 'scrofulos', 'ne-atrăgător', 'nepitoresc', 'inestetic', 'neplăcut', 'neatractiv', 'nepotrivit']","""colorat"" este pentru ""întunecat"" cum ""frumos"" este pentru "
244,RO,decisiv,nehotărât,competent,"['incompetent', 'nepriceput', 'necalificat', 'ineficient']","""decisiv"" este pentru ""nehotărât"" cum ""competent"" este pentru "
245,RO,colorat,alb,decisiv,"['ezită', 'nehotărât', 'ezitant', 'neconcludent']","""colorat"" este pentru ""alb"" cum ""decisiv"" este pentru "
246,RO,abundent,deficient,gătit,"['neprelucrat', 'necopt', 'proaspăt', 'natural', 'subfacut', 'în_sânge', 'negătit', 'neprăjit']","""abundent"" este pentru ""deficient"" cum ""gătit"" este pentru "
247,RO,în_stare_de,incapabil,comun,"['rar', 'neîndestulător', 'neobișnuit', 'extraordinar']","""în_stare_de"" este pentru ""incapabil"" cum ""comun"" este pentru "
248,RO,frumos,urât,îngrijorat,"['nepreocupat', 'blazat', 'vesel', 'cauzal', 'nepăsător', 'nonșalant', 'degajat', 'detașat', 'neimplicat', 'indiferent', 'neglijent', 'netulburat']","""frumos"" este pentru ""urât"" cum ""îngrijorat"" este pentru "
249,RO,periculos,sigur,frumos,"['urât', 'desfigurat', 'cu_aspect_rău', 'foarte_neatrăgător', 'grotesc', 'monstruos', 'hidos', 'repulsiv', 'slut', 'scrofulos', 'ne-atrăgător', 'nepitoresc', 'inestetic', 'neplăcut', 'neatractiv', 'nepotrivit']","""periculos"" este pentru ""sigur"" cum ""frumos"" este pentru "
250,RO,periculos,sigur,periculos,"['sigur', 'fără_riscuri', 'neriscant', 'în_siguranță', 'nevătămat', 'inofensiv', 'invulnerabil', 'securizat']","""periculos"" este pentru ""sigur"" cum ""periculos"" este pentru "
251,RO,colorat,decolorat,colorat,"['incolor', 'mat', 'neutru', 'pal', 'alb', 'decolorat', 'stins', 'spălăcit', 'cenușiu', 'întunecat', 'atenuat', 'etiolare', 'ceruit', 'ca_ceara', 'ceros', 'albit']","""colorat"" este pentru ""decolorat"" cum ""colorat"" este pentru "
252,RO,decisiv,ezită,colorat,"['incolor', 'mat', 'neutru', 'pal', 'alb', 'decolorat', 'stins', 'spălăcit', 'cenușiu', 'întunecat', 'atenuat', 'etiolare', 'ceruit', 'ca_ceara', 'ceros', 'albit']","""decisiv"" este pentru ""ezită"" cum ""colorat"" este pentru "
253,RO,colorat,incolor,competent,"['incompetent', 'nepriceput', 'necalificat', 'ineficient']","""colorat"" este pentru ""incolor"" cum ""competent"" este pentru "
254,RO,colorat,decolorat,abundent,"['greu_de_găsit', 'rar', 'strâns', 'insuficient', 'mizerabil', 'sărac', 'slăbită', 'deficient']","""colorat"" este pentru ""decolorat"" cum ""abundent"" este pentru "
255,RO,frumos,ne-atrăgător,competent,"['incompetent', 'nepriceput', 'necalificat', 'ineficient']","""frumos"" este pentru ""ne-atrăgător"" cum ""competent"" este pentru "
256,RO,frumos,repulsiv,colorat,"['incolor', 'mat', 'neutru', 'pal', 'alb', 'decolorat', 'stins', 'spălăcit', 'cenușiu', 'întunecat', 'atenuat', 'etiolare', 'ceruit', 'ca_ceara', 'ceros', 'albit']","""frumos"" este pentru ""repulsiv"" cum ""colorat"" este pentru "
257,RO,decisiv,ezită,clar,"['vag', 'obscur', 'neclar', 'nedefinit', 'indefinibil', 'nedefinibil']","""decisiv"" este pentru ""ezită"" cum ""clar"" este pentru "
258,RO,colorat,decolorat,periculos,"['sigur', 'fără_riscuri', 'neriscant', 'în_siguranță', 'nevătămat', 'inofensiv', 'invulnerabil', 'securizat']","""colorat"" este pentru ""decolorat"" cum ""periculos"" este pentru "
259,RO,colorat,alb,colorat,"['incolor', 'mat', 'neutru', 'pal', 'alb', 'decolorat', 'stins', 'spălăcit', 'cenușiu', 'întunecat', 'atenuat', 'etiolare', 'ceruit', 'ca_ceara', 'ceros', 'albit']","""colorat"" este pentru ""alb"" cum ""colorat"" este pentru "
260,RO,conștient,indiferent,colorat,"['incolor', 'mat', 'neutru', 'pal', 'alb', 'decolorat', 'stins', 'spălăcit', 'cenușiu', 'întunecat', 'atenuat', 'etiolare', 'ceruit', 'ca_ceara', 'ceros', 'albit']","""conștient"" este pentru ""indiferent"" cum ""colorat"" este pentru "
261,RO,abundent,strâns,frumos,"['urât', 'desfigurat', 'cu_aspect_rău', 'foarte_neatrăgător', 'grotesc', 'monstruos', 'hidos', 'repulsiv', 'slut', 'scrofulos', 'ne-atrăgător', 'nepitoresc', 'inestetic', 'neplăcut', 'neatractiv', 'nepotrivit']","""abundent"" este pentru ""strâns"" cum ""frumos"" este pentru "
262,RO,gătit,necopt,decisiv,"['ezită', 'nehotărât', 'ezitant', 'neconcludent']","""gătit"" este pentru ""necopt"" cum ""decisiv"" este pentru "
263,RO,colorat,neutru,abundent,"['greu_de_găsit', 'rar', 'strâns', 'insuficient', 'mizerabil', 'sărac', 'slăbită', 'deficient']","""colorat"" este pentru ""neutru"" cum ""abundent"" este pentru "
264,RO,competent,incompetent,colorat,"['incolor', 'mat', 'neutru', 'pal', 'alb', 'decolorat', 'stins', 'spălăcit', 'cenușiu', 'întunecat', 'atenuat', 'etiolare', 'ceruit', 'ca_ceara', 'ceros', 'albit']","""competent"" este pentru ""incompetent"" cum ""colorat"" este pentru "
265,RO,frumos,urât,colorat,"['incolor', 'mat', 'neutru', 'pal', 'alb', 'decolorat', 'stins', 'spălăcit', 'cenușiu', 'întunecat', 'atenuat', 'etiolare', 'ceruit', 'ca_ceara', 'ceros', 'albit']","""frumos"" este pentru ""urât"" cum ""colorat"" este pentru "
266,RO,conștient,indiferent,competent,"['incompetent', 'nepriceput', 'necalificat', 'ineficient']","""conștient"" este pentru ""indiferent"" cum ""competent"" este pentru "
267,RO,clar,nedefinit,în_stare_de,"['incapabil', 'incompetent', 'inegal']","""clar"" este pentru ""nedefinit"" cum ""în_stare_de"" este pentru "
268,RO,comun,rar,îngrijorat,"['nepreocupat', 'blazat', 'vesel', 'cauzal', 'nepăsător', 'nonșalant', 'degajat', 'detașat', 'neimplicat', 'indiferent', 'neglijent', 'netulburat']","""comun"" este pentru ""rar"" cum ""îngrijorat"" este pentru "
269,RO,gătit,necopt,clar,"['vag', 'obscur', 'neclar', 'nedefinit', 'indefinibil', 'nedefinibil']","""gătit"" este pentru ""necopt"" cum ""clar"" este pentru "
270,PT,colorido,neutro,decisivo,"['hesitante', 'indeciso', 'inconclusivo', 'irresolúvel', 'inconcludente']","""colorido"" está para ""neutro"" assim como ""decisivo"" está para "
271,PT,consciente,indiferente,colorido,"['incolor', 'apagado', 'neutro', 'pálido', 'branco', 'descolorado', 'desvanecido', 'descolorido', 'deslavado', 'baço', 'enevoado', 'acinzentado', 'estiolado', 'lúrido', 'ceroso', 'branqueado', 'desbotado,cinzentão,encerado']","""consciente"" está para ""indiferente"" assim como ""colorido"" está para "
272,PT,preocupado,casual,preocupado,"['despreocupado', 'desinteressado', 'casual', 'desprendido', 'à_margem', 'indiferente', 'negligente', 'não_perturbado', 'desfocado']","""preocupado"" está para ""casual"" assim como ""preocupado"" está para "
273,PT,colorido,enevoado,bonito,"['feio', 'desfigurado', 'mal-encarado', 'grotesco', 'monstruoso', 'hideondo', 'repulsivo', 'desfavorecido', 'escrofuloso', 'pouco_atraente', 'não_atraente', 'estranho', 'disforme']","""colorido"" está para ""enevoado"" assim como ""bonito"" está para "
274,PT,decisivo,indeciso,competente,"['incompetente', 'incapaz', 'não_qualificado', 'ineficiente', 'inexperiente,inapto']","""decisivo"" está para ""indeciso"" assim como ""competente"" está para "
275,PT,colorido,branco,decisivo,"['hesitante', 'indeciso', 'inconclusivo', 'irresolúvel', 'inconcludente']","""colorido"" está para ""branco"" assim como ""decisivo"" está para "
276,PT,abundante,deficitário,cozinhado,"['cru', 'meio_cru', 'fresco', 'natural', 'mal_passado', 'por_cozinhar', 'não_tostado', 'passado,no_ponto']","""abundante"" está para ""deficitário"" assim como ""cozinhado"" está para "
277,PT,capaz,incapaz,comum,"['raro', 'infrequente', 'escasso', 'incomum', 'extraordinário']","""capaz"" está para ""incapaz"" assim como ""comum"" está para "
278,PT,bonito,feio,preocupado,"['despreocupado', 'desinteressado', 'casual', 'desprendido', 'à_margem', 'indiferente', 'negligente', 'não_perturbado', 'desfocado']","""bonito"" está para ""feio"" assim como ""preocupado"" está para "
279,PT,perigoso,seguro,bonito,"['feio', 'desfigurado', 'mal-encarado', 'grotesco', 'monstruoso', 'hideondo', 'repulsivo', 'desfavorecido', 'escrofuloso', 'pouco_atraente', 'não_atraente', 'estranho', 'disforme']","""perigoso"" está para ""seguro"" assim como ""bonito"" está para "
280,PT,perigoso,seguro,perigoso,"['seguro', 'infalível', 'sem_risco', 'sem_perigo', 'são_e_salvo', 'ileso', 'inofensivo', 'invulnerável', 'incólume']","""perigoso"" está para ""seguro"" assim como ""perigoso"" está para "
