,Language,a,b,c,d,prompts
293,RO,sacoșă,piele,gheață,"['apă', 'oxigen', 'hidrogen', 'h2o', 'număr_atomic_1', 'număr_atomic_8', 'h', 'o']","""sacoșă"" este pentru ""piele"" cum ""gheață"" este pentru "
294,RO,acoperiș,metal,castron,"['sticlă', 'porțelan', 'aluminiu', 'lemn', 'oțel', 'plastic', 'lut']","""acoperiș"" este pentru ""metal"" cum ""castron"" este pentru "
295,RO,birou,metal,clanță,"['metal', 'oțel', 'bronz', 'lemn']","""birou"" este pentru ""metal"" cum ""clanță"" este pentru "
296,RO,plastic,gaz,plajă,"['nisip', 'silicon', 'stânci', 'pietricele', 'număr_atomic_14', 'SI']","""plastic"" este pentru ""gaz"" cum ""plajă"" este pentru "
297,RO,oțel,carbon,ciocolată,"['cacao', 'bob', 'bob_de_cacao']","""oțel"" este pentru ""carbon"" cum ""ciocolată"" este pentru "
298,RO,casă,cărămizi,beton,"['silicon', 'ciment', 'apă', 'nisip', 'număr_atomic_14', 'Si']","""casă"" este pentru ""cărămizi"" cum ""beton"" este pentru "
299,RO,casă,clei,atmosfera,"['gaz', 'oxigen', 'hidrogen', 'azot', 'ozon']","""casă"" este pentru ""clei"" cum ""atmosfera"" este pentru "
300,PT,bolo,ovo,pão,"['farinha', 'fermento']","""bolo"" está para ""ovo"" assim como ""pão"" está para "
301,PT,mesa,metal,pingente_de_gelo,"['gelo', 'água']","""mesa"" está para ""metal"" assim como ""pingente_de_gelo"" está para "
302,PT,puxador_da_porta,madeira,dinheiro,"['papel', 'metal', 'prata', 'ouro', 'ferro', 'cobre', 'estanho']","""puxador_da_porta"" está para ""madeira"" assim como ""dinheiro"" está para "
303,PT,moeda,cobre,puxador_da_porta,"['metal', 'aço', 'bronze', 'madeira']","""moeda"" está para ""cobre"" assim como ""puxador_da_porta"" está para "
304,PT,betão,areia,chocolate,"['cacau', 'grão', 'grão_de_cacau']","""betão"" está para ""areia"" assim como ""chocolate"" está para "
305,PT,telhado,telhas_de_madeira,guloseima,"['açúcar', 'nogado', 'chocolate', 'gelatina', 'melaço', 'xarope', 'mel', 'fruta', 'frutos_de_casca_rija,_noz,_avelã,_amêndoa,_castanha']","""telhado"" está para ""telhas_de_madeira"" assim como ""guloseima"" está para "
306,PT,mar,água,pingente_de_gelo,"['gelo', 'água']","""mar"" está para ""água"" assim como ""pingente_de_gelo"" está para "
307,PT,nuvem,vapor,parede,"['cimento', 'tijolos', 'pedras', 'rochas', 'madeira', 'papelão', 'cartão', 'tábua_grossa', 'argila', 'lama']","""nuvem"" está para ""vapor"" assim como ""parede"" está para "
308,PT,dinheiro,cobre,água,"['oxigénio', 'hidrogénio', 'água', 'H2O', 'número_atómico_1', 'número_atómico_8', 'H', 'O']","""dinheiro"" está para ""cobre"" assim como ""água"" está para "
309,PT,plástico,carvão,vinho,"['uvas', 'uva']","""plástico"" está para ""carvão"" assim como ""vinho"" está para "
310,PT,bronze,cobre,pingente_de_gelo,"['gelo', 'água']","""bronze"" está para ""cobre"" assim como ""pingente_de_gelo"" está para "
311,PT,barba,pelo,pingente_de_gelo,"['gelo', 'água']","""barba"" está para ""pelo"" assim como ""pingente_de_gelo"" está para "
312,PT,moeda,níquel,água,"['oxigénio', 'hidrogénio', 'água', 'H2O', 'número_atómico_1', 'número_atómico_8', 'H', 'O']","""moeda"" está para ""níquel"" assim como ""água"" está para "
313,PT,parede,argila,dinheiro,"['papel', 'metal', 'prata', 'ouro', 'ferro', 'cobre', 'estanho']","""parede"" está para ""argila"" assim como ""dinheiro"" está para "
314,PT,praia,seixos,mesa,"['madeira', 'metal', 'plástico']","""praia"" está para ""seixos"" assim como ""mesa"" está para "
315,PT,guloseima,fruta,plástico,"['polímero', 'petróleo', 'gás', 'carvão']","""guloseima"" está para ""fruta"" assim como ""plástico"" está para "
316,PT,neve,hidrogénio,neve,"['água', 'oxigénio', 'hidrogénio', 'floco', 'gelo', 'floco_de_neve', 'flocos_de_neve', 'H2O', 'número_atómico_1', 'número_atómico_8', 'H', 'O']","""neve"" está para ""hidrogénio"" assim como ""neve"" está para "
317,PT,omelete,ovos,praia,"['areia', 'silício', 'rochas', 'seixos', 'número_atómico_14', 'Si']","""omelete"" está para ""ovos"" assim como ""praia"" está para "
318,PT,neve,gelo,moeda,"['metal', 'liga', 'bronze', 'níquel', 'zinco', 'cobre', 'estanho']","""neve"" está para ""gelo"" assim como ""moeda"" está para "
319,PT,atmosfera,gás,parede,"['cimento', 'tijolos', 'pedras', 'rochas', 'madeira', 'papelão', 'cartão', 'tábua_grossa', 'argila', 'lama']","""atmosfera"" está para ""gás"" assim como ""parede"" está para "
320,PT,guloseima,melaço,dinheiro,"['papel', 'metal', 'prata', 'ouro', 'ferro', 'cobre', 'estanho']","""guloseima"" está para ""melaço"" assim como ""dinheiro"" está para "
321,PT,garrafa,plástico,colher,"['alumínio', 'madeira', 'aço']","""garrafa"" está para ""plástico"" assim como ""colher"" está para "
322,PT,gelo,oxigénio,gelo,"['água', 'oxigénio', 'hidrogénio', 'H2O', 'número_atómico_1', 'número_atómico_8', 'H', 'O']","""gelo"" está para ""oxigénio"" assim como ""gelo"" está para "
323,PT,saco,couro,gelo,"['água', 'oxigénio', 'hidrogénio', 'H2O', 'número_atómico_1', 'número_atómico_8', 'H', 'O']","""saco"" está para ""couro"" assim como ""gelo"" está para "
324,PT,telhado,metal,taça,"['vidro', 'porcelana', 'alumínio', 'madeira', 'aço', 'plástico', 'argila']","""telhado"" está para ""metal"" assim como ""taça"" está para "
325,PT,secretária,metal,puxador_da_porta,"['metal', 'aço', 'bronze', 'madeira']","""secretária"" está para ""metal"" assim como ""puxador_da_porta"" está para "
326,PT,plástico,gás,praia,"['areia', 'silício', 'rochas', 'seixos', 'número_atómico_14', 'Si']","""plástico"" está para ""gás"" assim como ""praia"" está para "
327,PT,aço,carbono,chocolate,"['cacau', 'grão', 'grão_de_cacau']","""aço"" está para ""carbono"" assim como ""chocolate"" está para "
328,PT,casa,tijolos,betão,"['silício', 'cimento', 'água', 'areia', 'número_atómico_14', 'Si']","""casa"" está para ""tijolos"" assim como ""betão"" está para "
329,PT,casa,argila,atmosfera,"['gás', 'oxigénio', 'hidrogénio', 'nitrogénio', 'ozono']","""casa"" está para ""argila"" assim como ""atmosfera"" está para "
330,HR,tijesto,jaje,kruh,"['brašno', 'kvasac']","Odnos između riječi ""tijesto"" i ""jaje"" jednak je odnosu između riječi ""kruh"" i "
331,HR,stol,metal,ledena_siga,"['led', 'voda']","Odnos između riječi ""stol"" i ""metal"" jednak je odnosu između riječi ""ledena_siga"" i "
332,HR,kvaka,drvo,novac,"['papir', 'metal', 'srebro', 'zlato', 'željezo', 'bakar', 'kositar']","Odnos između riječi ""kvaka"" i ""drvo"" jednak je odnosu između riječi ""novac"" i "
333,HR,peni,bakar,kvaka,"['metal', 'čelik', 'bronca', 'drvo']","Odnos između riječi ""peni"" i ""bakar"" jednak je odnosu između riječi ""kvaka"" i "
334,HR,beton,pijesak,čokolada,"['kakao', 'grah', 'zrno_kakaovca']","Odnos između riječi ""beton"" i ""pijesak"" jednak je odnosu između riječi ""čokolada"" i "
335,HR,krov,šindra,slatkiš,"['šećer', 'nugat', 'čokolada', 'želatina', 'melasa', 'sirup', 'med', 'voće', 'orašasti_plodovi']","Odnos između riječi ""krov"" i ""šindra"" jednak je odnosu između riječi ""slatkiš"" i "
336,HR,more,voda,ledena_siga,"['led', 'voda']","Odnos između riječi ""more"" i ""voda"" jednak je odnosu između riječi ""ledena_siga"" i "
337,HR,oblak,para,zid,"['cement', 'cigle', 'kamenje', 'stijene', 'drvo', 'karton', 'ploča', 'daska', 'glina', 'blato']","Odnos između riječi ""oblak"" i ""para"" jednak je odnosu između riječi ""zid"" i "
338,HR,novac,bakar,voda,"['kisik', 'vodik', 'voda', 'H2O', 'atomski_broj_1', 'atomski_broj_8', 'H', 'O']","Odnos između riječi ""novac"" i ""bakar"" jednak je odnosu između riječi ""voda"" i "
339,HR,plastika,ugljen,vino,['grožđe'],"Odnos između riječi ""plastika"" i ""ugljen"" jednak je odnosu između riječi ""vino"" i "
340,HR,bronca,bakar,ledena_siga,"['led', 'voda']","Odnos između riječi ""bronca"" i ""bakar"" jednak je odnosu između riječi ""ledena_siga"" i "
341,HR,brada,dlaka,ledena_siga,"['led', 'voda']","Odnos između riječi ""brada"" i ""dlaka"" jednak je odnosu između riječi ""ledena_siga"" i "
342,HR,peni,nikal,voda,"['kisik', 'vodik', 'voda', 'H2O', 'atomski_broj_1', 'atomski_broj_8', 'H', 'O']","Odnos između riječi ""peni"" i ""nikal"" jednak je odnosu između riječi ""voda"" i "
343,HR,zid,glina,novac,"['papir', 'metal', 'srebro', 'zlato', 'željezo', 'bakar', 'kositar']","Odnos između riječi ""zid"" i ""glina"" jednak je odnosu između riječi ""novac"" i "
344,HR,plaža,kamenčići,stol,"['drvo', 'metal', 'plastika']","Odnos između riječi ""plaža"" i ""kamenčići"" jednak je odnosu između riječi ""stol"" i "
345,HR,slatkiš,voće,plastika,"['polimer', 'ulje', 'plin', 'ugljen']","Odnos između riječi ""slatkiš"" i ""voće"" jednak je odnosu između riječi ""plastika"" i "
346,HR,snijeg,vodik,snijeg,"['voda', 'kisik', 'vodik', 'pahulja', 'led', 'pahuljica', 'pahuljice', 'H2O', 'atomski_broj_1', 'atomski_broj_8', 'H', 'O']","Odnos između riječi ""snijeg"" i ""vodik"" jednak je odnosu između riječi ""snijeg"" i "
347,HR,omlet,jaja,plaža,"['pijesak', 'silicij', 'stijene', 'kamenčići', 'atomski_broj_14', 'Si']","Odnos između riječi ""omlet"" i ""jaja"" jednak je odnosu između riječi ""plaža"" i "
348,HR,snijeg,led,peni,"['metal', 'legura', 'bronca', 'nikal', 'cink', 'bakar', 'kositar', 'slitina']","Odnos između riječi ""snijeg"" i ""led"" jednak je odnosu između riječi ""peni"" i "
349,HR,atmosfera,plin,zid,"['cement', 'cigle', 'kamenje', 'stijene', 'drvo', 'karton', 'ploča', 'daska', 'glina', 'blato']","Odnos između riječi ""atmosfera"" i ""plin"" jednak je odnosu između riječi ""zid"" i "
350,HR,slatkiš,melasa,novac,"['papir', 'metal', 'srebro', 'zlato', 'željezo', 'bakar', 'kositar']","Odnos između riječi ""slatkiš"" i ""melasa"" jednak je odnosu između riječi ""novac"" i "
351,HR,boca,plastika,žlica,"['aluminij', 'drvo', 'čelik']","Odnos između riječi ""boca"" i ""plastika"" jednak je odnosu između riječi ""žlica"" i "
352,HR,led,kisik,led,"['voda', 'kisik', 'vodik', 'H2O', 'atomski_broj_1', 'atomski_broj_8', 'H', 'O']","Odnos između riječi ""led"" i ""kisik"" jednak je odnosu između riječi ""led"" i "
353,HR,torba,koža,led,"['voda', 'kisik', 'vodik', 'H2O', 'atomski_broj_1', 'atomski_broj_8', 'H', 'O']","Odnos između riječi ""torba"" i ""koža"" jednak je odnosu između riječi ""led"" i "
354,HR,krov,metal,zdjela,"['staklo', 'porculan', 'aluminij', 'drvo', 'čelik', 'plastika', 'glina']","Odnos između riječi ""krov"" i ""metal"" jednak je odnosu između riječi ""zdjela"" i "
355,HR,radni_stol,metal,kvaka,"['metal', 'čelik', 'bronca', 'drvo']","Odnos između riječi ""radni_stol"" i ""metal"" jednak je odnosu između riječi ""kvaka"" i "
356,HR,plastika,plin,plaža,"['pijesak', 'silicij', 'stijene', 'kamenčići', 'atomski_broj_14', 'Si']","Odnos između riječi ""plastika"" i ""plin"" jednak je odnosu između riječi ""plaža"" i "
357,HR,čelik,ugljik,čokolada,"['kakao', 'grah', 'zrno_kakaovca']","Odnos između riječi ""čelik"" i ""ugljik"" jednak je odnosu između riječi ""čokolada"" i "
358,HR,kuća,cigle,beton,"['silicij', 'cement', 'voda', 'pijesak', 'atomski_broj_14', 'Si']","Odnos između riječi ""kuća"" i ""cigle"" jednak je odnosu između riječi ""beton"" i "
359,HR,kuća,glina,atmosfera,"['plin', 'kisik', 'vodik', 'dušik', 'ozon']","Odnos između riječi ""kuća"" i ""glina"" jednak je odnosu između riječi ""atmosfera"" i "
360,DE,Gebäck,Ei,Brot,"['Mehl', 'Hefe']","""Gebäck"" ist zu ""Ei"" wie ""Brot"" ist zu "
361,DE,Tisch,Metall,Eiszapfen,"['Eis', 'Wasser']","""Tisch"" ist zu ""Metall"" wie ""Eiszapfen"" ist zu "
362,DE,Türknauff,Holz,Geld,"['Papier', 'Metall', 'Silver', 'Gold', 'Eisen', 'Kupfer', 'Zinn']","""Türknauff"" ist zu ""Holz"" wie ""Geld"" ist zu "
363,DE,Penny,Kupfer,Türknauff,"['Metall', 'Stahl', 'Bronze', 'Holz']","""Penny"" ist zu ""Kupfer"" wie ""Türknauff"" ist zu "
364,DE,Beton,Sand,Schokolade,"['Kakao', 'Bohne', 'Kakaobohne', 'DULICATE_Kakaobohne', 'Kakaomasse,Zucker']","""Beton"" ist zu ""Sand"" wie ""Schokolade"" ist zu "
365,DE,Dach,Schindeln,Süßwaren,"['Zucker', 'Nougat', 'Schokolade', 'Gelatine', 'Melasse', 'Sirup', 'Honig', 'Frucht', 'Nüsse']","""Dach"" ist zu ""Schindeln"" wie ""Süßwaren"" ist zu "
366,DE,Meer,Wasser,Eiszapfen,"['Eis', 'Wasser']","""Meer"" ist zu ""Wasser"" wie ""Eiszapfen"" ist zu "
367,DE,Wolke,Verdampfung,Wand,"['Zement', 'Ziegel', 'Steine', 'Fels', 'Holz', 'Karton', 'Pappe', 'Brett', 'Tonerde', 'Lehm']","""Wolke"" ist zu ""Verdampfung"" wie ""Wand"" ist zu "
368,DE,Geld,Kupfer,Wasser,"['Sauerstoff', 'Wasserstoff', 'H2O', 'Ordnungszahl_1', 'Ordnungszahl_8', 'H', 'O', 'Molekül']","""Geld"" ist zu ""Kupfer"" wie ""Wasser"" ist zu "
369,DE,Plastik,Kohle,Wein,"['Weintrauben', 'Weintraube']","""Plastik"" ist zu ""Kohle"" wie ""Wein"" ist zu "
370,DE,Bronze,Kupfer,Eiszapfen,"['Eis', 'Wasser']","""Bronze"" ist zu ""Kupfer"" wie ""Eiszapfen"" ist zu "
371,DE,Bart,Haar,Eiszapfen,"['Eis', 'Wasser']","""Bart"" ist zu ""Haar"" wie ""Eiszapfen"" ist zu "
372,DE,Penny,Nickel,Wasser,"['Sauerstoff', 'Wasserstoff', 'H2O', 'Ordnungszahl_1', 'Ordnungszahl_8', 'H', 'O', 'Molekül']","""Penny"" ist zu ""Nickel"" wie ""Wasser"" ist zu "
373,DE,Wand,Tonerde,Geld,"['Papier', 'Metall', 'Silver', 'Gold', 'Eisen', 'Kupfer', 'Zinn']","""Wand"" ist zu ""Tonerde"" wie ""Geld"" ist zu "
374,DE,Strand,Kieselsteine,Tisch,"['Holz', 'Metall', 'Plastik']","""Strand"" ist zu ""Kieselsteine"" wie ""Tisch"" ist zu "
375,DE,Süßwaren,Frucht,Plastik,"['Polymer', 'Öl', 'Gas', 'Kohle']","""Süßwaren"" ist zu ""Frucht"" wie ""Plastik"" ist zu "
376,DE,Schnee,Wasserstoff,Schnee,"['Wasser', 'Sauerstoff', 'Wasserstoff', 'Flocke', 'Eis', 'Schneeflocke', 'Schneeflocken', 'H2O', 'Ordnungszahl_1', 'Ordnungszahl_8', 'H', 'O']","""Schnee"" ist zu ""Wasserstoff"" wie ""Schnee"" ist zu "
377,DE,Omelett,Eier,Strand,"['Sand', 'Silizium', 'Felsen', 'Kieselsteine', 'Ordnungszahl_14']","""Omelett"" ist zu ""Eier"" wie ""Strand"" ist zu "
378,DE,Schnee,Eis,Penny,"['Metall', 'Legierung', 'Bronze', 'Nickel', 'Zink', 'Kupfer', 'Zinn']","""Schnee"" ist zu ""Eis"" wie ""Penny"" ist zu "
379,DE,Atmosphäre,Gas,Wand,"['Zement', 'Ziegel', 'Steine', 'Fels', 'Holz', 'Karton', 'Pappe', 'Brett', 'Tonerde', 'Lehm']","""Atmosphäre"" ist zu ""Gas"" wie ""Wand"" ist zu "
380,DE,Süßwaren,Melasse,Geld,"['Papier', 'Metall', 'Silver', 'Gold', 'Eisen', 'Kupfer', 'Zinn']","""Süßwaren"" ist zu ""Melasse"" wie ""Geld"" ist zu "
381,DE,Flasche,Kunststoff,Löffel,"['Aluminium', 'Holz', 'Stahl']","""Flasche"" ist zu ""Kunststoff"" wie ""Löffel"" ist zu "
382,DE,Eis,Sauerstoff,Eis,"['Wasser', 'Sauerstoff', 'Wasserstoff', 'H2O', 'Ordnungszahl_1', 'Ordnungszahl_8', 'H', 'O', 'Kristalle']","""Eis"" ist zu ""Sauerstoff"" wie ""Eis"" ist zu "
383,DE,Tasche,Leder,Eis,"['Wasser', 'Sauerstoff', 'Wasserstoff', 'H2O', 'Ordnungszahl_1', 'Ordnungszahl_8', 'H', 'O', 'Kristalle']","""Tasche"" ist zu ""Leder"" wie ""Eis"" ist zu "
384,DE,Dach,Metall,Schüssel,"['Glas', 'Porzellan', 'Aluminium', 'Holz', 'Stahl', 'Kunststoff', 'Ton']","""Dach"" ist zu ""Metall"" wie ""Schüssel"" ist zu "
385,DE,Tisch,Metall,Türknauff,"['Metall', 'Stahl', 'Bronze', 'Holz']","""Tisch"" ist zu ""Metall"" wie ""Türknauff"" ist zu "
386,DE,Plastik,Gas,Strand,"['Sand', 'Silizium', 'Felsen', 'Kieselsteine', 'Ordnungszahl_14']","""Plastik"" ist zu ""Gas"" wie ""Strand"" ist zu "
387,DE,Stahl,Kohlenstoff,Schokolade,"['Kakao', 'Bohne', 'Kakaobohne', 'DULICATE_Kakaobohne', 'Kakaomasse,Zucker']","""Stahl"" ist zu ""Kohlenstoff"" wie ""Schokolade"" ist zu "
388,DE,Haus,Ziegelsteine,Beton,"['Silizium', 'Zement', 'Wasser', 'Sand', 'Ordnungszahl_14', 'Si']","""Haus"" ist zu ""Ziegelsteine"" wie ""Beton"" ist zu "
389,DE,Haus,Ton,Atmosphäre,"['Gas', 'Sauerstoff', 'Wasserstoff', 'Stickstoff', 'Ozon']","""Haus"" ist zu ""Ton"" wie ""Atmosphäre"" ist zu "
390,FR,pâtisserie,œuf,pain,"['farine', 'levure']","""pâtisserie"" est à ""œuf"" ce que ""pain"" est à "
391,FR,table,métal,glaçon,"['glace', 'eau']","""table"" est à ""métal"" ce que ""glaçon"" est à "
392,FR,poignée_de_porte,bois,argent,"['papier', 'métal', 'argent', 'or', 'fer', 'cuivre', 'étain']","""poignée_de_porte"" est à ""bois"" ce que ""argent"" est à "
393,FR,penny,cuivre,poignée_de_porte,"['métal', 'acier', 'bronze', 'bois']","""penny"" est à ""cuivre"" ce que ""poignée_de_porte"" est à "
394,FR,béton,sable,chocolat,"['cacao', 'fève', 'fève_de_cacao', 'fève_cacao']","""béton"" est à ""sable"" ce que ""chocolat"" est à "
395,FR,toit,bardeaux,bonbons,"['sucre', 'nougat', 'chocolat', 'gélatine', 'mélasse', 'sirop', 'miel', 'fruits', 'noix']","""toit"" est à ""bardeaux"" ce que ""bonbons"" est à "
396,FR,mer,eau,glaçon,"['glace', 'eau']","""mer"" est à ""eau"" ce que ""glaçon"" est à "
397,FR,nuage,vapeur,mur,"['ciment', 'briques', 'pierres', 'roches', 'bois', 'carton', 'planche', 'argile', 'boue']","""nuage"" est à ""vapeur"" ce que ""mur"" est à "
398,FR,argent,cuivre,eau,"['oxygène', 'hydrogène', 'eau', 'h2o', 'numéro_atomique_1', 'numéro_atomique_8', 'h', 'o']","""argent"" est à ""cuivre"" ce que ""eau"" est à "
399,FR,plastique,charbon,vin,['raisin'],"""plastique"" est à ""charbon"" ce que ""vin"" est à "
400,FR,bronze,cuivre,glaçon,"['glace', 'eau']","""bronze"" est à ""cuivre"" ce que ""glaçon"" est à "
401,FR,barbe,cheveux,glaçon,"['glace', 'eau']","""barbe"" est à ""cheveux"" ce que ""glaçon"" est à "
402,FR,penny,nickel,eau,"['oxygène', 'hydrogène', 'eau', 'h2o', 'numéro_atomique_1', 'numéro_atomique_8', 'h', 'o']","""penny"" est à ""nickel"" ce que ""eau"" est à "
403,FR,mur,argile,argent,"['papier', 'métal', 'argent', 'or', 'fer', 'cuivre', 'étain']","""mur"" est à ""argile"" ce que ""argent"" est à "
404,FR,plage,cailloux,table,"['bois', 'métal', 'plastique']","""plage"" est à ""cailloux"" ce que ""table"" est à "
405,FR,bonbons,fruits,plastique,"['polymère', 'huile', 'gaz', 'charbon']","""bonbons"" est à ""fruits"" ce que ""plastique"" est à "
406,FR,neige,hydrogène,neige,"['eau', 'oxygène', 'hydrogène', 'flocon', 'glace', 'flocon_de_neige', 'flocons_de_neige', 'h2o', 'numéro_atomique_1', 'nombre_atomique_8', 'h', 'o']","""neige"" est à ""hydrogène"" ce que ""neige"" est à "
407,FR,omelette,œufs,plage,"['sable', 'silicium', 'roches', 'cailloux', 'numéro_atomique_14', 'si']","""omelette"" est à ""œufs"" ce que ""plage"" est à "
408,FR,neige,glace,penny,"['métal', 'alliage', 'bronze', 'nickel', 'zinc', 'cuivre', 'étain']","""neige"" est à ""glace"" ce que ""penny"" est à "
409,FR,atmosphère,gaz,mur,"['ciment', 'briques', 'pierres', 'roches', 'bois', 'carton', 'planche', 'argile', 'boue']","""atmosphère"" est à ""gaz"" ce que ""mur"" est à "
410,FR,bonbons,mélasse,argent,"['papier', 'métal', 'argent', 'or', 'fer', 'cuivre', 'étain']","""bonbons"" est à ""mélasse"" ce que ""argent"" est à "
411,FR,bouteille,plastique,cuillère,"['aluminium', 'bois', 'acier']","""bouteille"" est à ""plastique"" ce que ""cuillère"" est à "
412,FR,glace,oxygène,glace,"['eau', 'oxygène', 'hydrogène', 'h2o', 'numéro_atomique_1', 'numéro_atomique_8', 'h', 'o']","""glace"" est à ""oxygène"" ce que ""glace"" est à "
413,FR,sac,cuir,glace,"['eau', 'oxygène', 'hydrogène', 'h2o', 'numéro_atomique_1', 'numéro_atomique_8', 'h', 'o']","""sac"" est à ""cuir"" ce que ""glace"" est à "
414,FR,toit,métal,bol,"['verre', 'chine', 'aluminium', 'bois', 'acier', 'plastique', 'argile']","""toit"" est à ""métal"" ce que ""bol"" est à "
415,FR,bureau,métal,poignée_de_porte,"['métal', 'acier', 'bronze', 'bois']","""bureau"" est à ""métal"" ce que ""poignée_de_porte"" est à "
416,FR,plastique,gaz,plage,"['sable', 'silicium', 'roches', 'cailloux', 'numéro_atomique_14', 'si']","""plastique"" est à ""gaz"" ce que ""plage"" est à "
417,FR,acier,carbone,chocolat,"['cacao', 'fève', 'fève_de_cacao', 'fève_cacao']","""acier"" est à ""carbone"" ce que ""chocolat"" est à "
418,FR,maison,briques,béton,"['silicium', 'ciment', 'eau', 'sable', 'nombre_atomique_14', 'si']","""maison"" est à ""briques"" ce que ""béton"" est à "
419,FR,maison,argile,atmosphère,"['gaz', 'oxygène', 'hydrogène', 'azote', 'ozone']","""maison"" est à ""argile"" ce que ""atmosphère"" est à "
420,ES,masa,huevo,pan,"['harina', 'levadura']","""masa"" es a ""huevo"" como ""pan"" es a  "
421,ES,mesa,metal,carámbano,"['hielo', 'agua']","""mesa"" es a ""metal"" como ""carámbano"" es a  "
422,ES,pomo,madera,dinero,"['papel', 'metal', 'plata', 'oro', 'hierro', 'cobre', 'estaño']","""pomo"" es a ""madera"" como ""dinero"" es a  "
423,ES,penique,cobre,pomo,"['metal', 'acero', 'bronce', 'madera']","""penique"" es a ""cobre"" como ""pomo"" es a  "
424,ES,hormigón,arena,chocolate,"['cacao', 'grano', 'grano_de_cacao', 'cocoa,grano_de_cocoa']","""hormigón"" es a ""arena"" como ""chocolate"" es a  "
425,ES,tejado,tejas,golosina,"['azúcar', 'avellana', 'chocolate', 'gelatina', 'melaza', 'sirope', 'miel', 'fruta', 'fruto_seco']","""tejado"" es a ""tejas"" como ""golosina"" es a  "
426,ES,mar,agua,carámbano,"['hielo', 'agua']","""mar"" es a ""agua"" como ""carámbano"" es a  "
427,ES,nube,vapor,pared,"['cemento', 'ladrillo', 'piedra', 'rocas', 'madera', 'cartulina', 'cartón', 'plancha', 'cerámica', 'barro']","""nube"" es a ""vapor"" como ""pared"" es a  "
428,ES,dinero,cobre,agua,"['oxígeno', 'hidrógeno', 'h2o', 'número_atómico_1', 'número_atómico_8', 'h', 'o']","""dinero"" es a ""cobre"" como ""agua"" es a  "
429,ES,plástico,carbón,vino,"['uvas', 'uva']","""plástico"" es a ""carbón"" como ""vino"" es a  "
430,ES,bronce,cobre,carámbano,"['hielo', 'agua']","""bronce"" es a ""cobre"" como ""carámbano"" es a  "
431,ES,barba,pelo,carámbano,"['hielo', 'agua']","""barba"" es a ""pelo"" como ""carámbano"" es a  "
432,ES,penique,niquel,agua,"['oxígeno', 'hidrógeno', 'h2o', 'número_atómico_1', 'número_atómico_8', 'h', 'o']","""penique"" es a ""niquel"" como ""agua"" es a  "
433,ES,pared,cerámica,dinero,"['papel', 'metal', 'plata', 'oro', 'hierro', 'cobre', 'estaño']","""pared"" es a ""cerámica"" como ""dinero"" es a  "
434,ES,playa,guijarro,mesa,"['madera', 'metal', 'plástico']","""playa"" es a ""guijarro"" como ""mesa"" es a  "
435,ES,golosina,fruta,plástico,"['polímero', 'aceite', 'gas', 'carbón']","""golosina"" es a ""fruta"" como ""plástico"" es a  "
436,ES,nieve,hidrógeno,nieve,"['agua', 'oxígeno', 'hidrógeno', 'copo', 'hielo', 'copo_de_nieve', 'copos_de_nieve', 'h2o', 'número_atómico_1', 'número_atómico_8', 'h', 'o']","""nieve"" es a ""hidrógeno"" como ""nieve"" es a  "
437,ES,tortilla,huevos,playa,"['arena', 'silicio', 'rocas', 'guijarro', 'número_atómico_14', 'si']","""tortilla"" es a ""huevos"" como ""playa"" es a  "
438,ES,nieve,hielo,penique,"['metal', 'aleación', 'bronce', 'niquel', 'zinc', 'cobre', 'estaño']","""nieve"" es a ""hielo"" como ""penique"" es a  "
439,ES,atmósfera,gas,pared,"['cemento', 'ladrillo', 'piedra', 'rocas', 'madera', 'cartulina', 'cartón', 'plancha', 'cerámica', 'barro']","""atmósfera"" es a ""gas"" como ""pared"" es a  "
440,ES,golosina,melaza,dinero,"['papel', 'metal', 'plata', 'oro', 'hierro', 'cobre', 'estaño']","""golosina"" es a ""melaza"" como ""dinero"" es a  "
441,ES,botella,plástico,cuchara,"['aluminio', 'madera', 'acero']","""botella"" es a ""plástico"" como ""cuchara"" es a  "
442,ES,hielo,oxígeno,hielo,"['agua', 'oxígeno', 'hidrógeno', 'h2o', 'número_atómico_1', 'número_atómico_8', 'h', 'o']","""hielo"" es a ""oxígeno"" como ""hielo"" es a  "
443,ES,bolsa,cuero,hielo,"['agua', 'oxígeno', 'hidrógeno', 'h2o', 'número_atómico_1', 'número_atómico_8', 'h', 'o']","""bolsa"" es a ""cuero"" como ""hielo"" es a  "
444,ES,tejado,metal,bol,"['cristal', 'loza', 'aluminio', 'madera', 'acero', 'plástico', 'arcilla']","""tejado"" es a ""metal"" como ""bol"" es a  "
445,ES,escritorio,metal,pomo,"['metal', 'acero', 'bronce', 'madera']","""escritorio"" es a ""metal"" como ""pomo"" es a  "
446,ES,plástico,gas,playa,"['arena', 'silicio', 'rocas', 'guijarro', 'número_atómico_14', 'si']","""plástico"" es a ""gas"" como ""playa"" es a  "
447,ES,acero,carbón,chocolate,"['cacao', 'grano', 'grano_de_cacao', 'cocoa,grano_de_cocoa']","""acero"" es a ""carbón"" como ""chocolate"" es a  "
448,ES,casa,ladrillo,hormigón,"['silicio', 'cemento', 'agua', 'arena', 'número_atómico_14', 'si']","""casa"" es a ""ladrillo"" como ""hormigón"" es a  "
449,ES,casa,cerámica,atmósfera,"['gas', 'oxígeno', 'hidrógeno', 'nitrógeno', 'ozono']","""casa"" es a ""cerámica"" como ""atmósfera"" es a  "
