,Language,a,b,c,d,prompts
246,RO,furnică,insectă,furnică,"['insectă', 'invertebrată', 'creatură', 'fiară', 'himenopter', 'ființă', 'animal', 'organism', 'faună', 'artropod', 'insectă_himenopteră', 'ființă_animată', 'himenopterul_fizic', 'entitate_fizică', 'viețuitoare']","""furnică"" este pentru ""insectă"" cum ""furnică"" este pentru "
247,RO,pisică,organism,veveriță,"['rozătoare', 'vertebrată', 'creatură', 'fiară', 'animal', 'organism', 'faună', 'placentară', 'cordată', 'eutherian', 'mamifer', 'mamifer_eutherian', 'ființă_animată', 'viețuitoare', 'mamifer_placentar', 'craniat']","""pisică"" este pentru ""organism"" cum ""veveriță"" este pentru "
248,RO,șacal,entitate_fizică,vultur,"['răpitor', 'pasăre', 'vertebrată', 'creatură', 'fiară', 'ființă', 'animal', 'organism', 'faună', 'cordată', 'ființă_animată', 'craniat', 'pasăre_răpitoare', 'pasăre_de_pradă', 'viețuitoare']","""șacal"" este pentru ""entitate_fizică"" cum ""vultur"" este pentru "
249,RO,tigru,organism,rață,"['orătanie', 'pasăre', 'vertebrată', 'păsări_de_curte', 'creatură', 'fiară', 'ființă', 'animal', 'organism', 'faună', 'cordată', 'orătănie_domestică', 'pasăre_de_apă', 'ființă_animată', 'pasăre_anseriformă', 'craniat', 'viețuitoare']","""tigru"" este pentru ""organism"" cum ""rață"" este pentru "
250,RO,fluture,organism,pomei,"['bovid', 'manifer', 'cal', 'vertebrată', 'creatură', 'fiară', 'animal', 'organism', 'faună', 'placentară', 'eutherian', 'cabalin', 'ecvidee', 'viețuitoare', 'ungulat_cu_număr_par_de_degete', 'ființă_animată', 'mamifer_eutherian', 'perisodactil', 'mamifer_placentar', 'craniat', 'mamifer_cu_copite', 'entitate_fizică', 'manifer_perisodactil', 'equus_caballus']","""fluture"" este pentru ""organism"" cum ""pomei"" este pentru "
251,RO,câine,placentară,pomei,"['bovid', 'manifer', 'cal', 'vertebrată', 'creatură', 'fiară', 'animal', 'organism', 'faună', 'placentară', 'eutherian', 'cabalin', 'ecvidee', 'viețuitoare', 'ungulat_cu_număr_par_de_degete', 'ființă_animată', 'mamifer_eutherian', 'perisodactil', 'mamifer_placentar', 'craniat', 'mamifer_cu_copite', 'entitate_fizică', 'manifer_perisodactil', 'equus_caballus']","""câine"" este pentru ""placentară"" cum ""pomei"" este pentru "
252,RO,gorilă,faună,găscă,"['orătanie', 'pasăre', 'vertebrată', 'păsări_de_curte', 'creatură', 'fiară', 'ființă', 'animal', 'organism', 'faună', 'cordată', 'orătănie_domestică', 'pasăre_de_apă', 'ființă_animată', 'pasăre_anseriformă', 'craniat', 'viețuitoare']","""gorilă"" este pentru ""faună"" cum ""găscă"" este pentru "
253,RO,vulpe,carnivor,urangutan,"['primată', 'vertebrată', 'creatură', 'fiară', 'ființă', 'animal', 'organism', 'faună', 'placentară', 'hominid', 'cordată', 'eutherian', 'mamifer', 'maimuță', 'ființă_animată', 'mamifer_eutherian', 'mamifer_placentar', 'craniat', 'viețuitoare']","""vulpe"" este pentru ""carnivor"" cum ""urangutan"" este pentru "
254,RO,fluture,creatură,cerb,"['bovid', 'mamifer', 'vertebrată', 'creatură', 'ungulat', 'fiară', 'ființă', 'animal', 'organism', 'faună', 'placentară', 'artiodactil', 'rumegător', 'cordată', 'eutherian', 'bovină', 'ființă_animată', 'mamifer_eutherian', 'mamifer_placentar', 'craniat', 'mamifer_fizic_cu_copite', 'entitate_fizică', 'manifer_artiodactil', 'viețuitoare', 'ungulat_cu_număr_par_de_degete']","""fluture"" este pentru ""creatură"" cum ""cerb"" este pentru "
255,RO,tigru,faună,coiot,"['canin', 'vertebrată', 'creatură', 'fiară', 'canid', 'ființă', 'animal', 'organism', 'faună', 'placentară', 'carnivor', 'cordată', 'eutherian', 'mamifer', 'ființă_animată', 'mamifer_eutherian', 'mișcător', 'manifer_placentar', 'craniat', 'animal_domesticit', 'entitate_fizică', 'animal_domestic', 'viețuitoare']","""tigru"" este pentru ""faună"" cum ""coiot"" este pentru "
256,RO,gibon,placentară,șacal,"['canin', 'vertebrată', 'creatură', 'fiară', 'canid', 'ființă', 'animal', 'organism', 'faună', 'placentară', 'carnivor', 'cordată', 'eutherian', 'mamifer', 'ființă_animată', 'mamifer_eutherian', 'mișcător', 'mamifer_placentar', 'craniat', 'animal_domesticit', 'entitate_fizică', 'animal_domestic', 'viețuitoare']","""gibon"" este pentru ""placentară"" cum ""șacal"" este pentru "
257,RO,lup,entitate_fizică,coiot,"['canin', 'vertebrată', 'creatură', 'fiară', 'canid', 'ființă', 'animal', 'organism', 'faună', 'placentară', 'carnivor', 'cordată', 'eutherian', 'mamifer', 'ființă_animată', 'mamifer_eutherian', 'mișcător', 'manifer_placentar', 'craniat', 'animal_domesticit', 'entitate_fizică', 'animal_domestic', 'viețuitoare']","""lup"" este pentru ""entitate_fizică"" cum ""coiot"" este pentru "
258,RO,pajură,faună,albină,"['insectă', 'invertebrată', 'creatură', 'fiară', 'himenopter', 'ființă', 'animal', 'organism', 'faună', 'artropod', 'insectă_himenopteră', 'ființă_animată', 'viețuitoare']","""pajură"" este pentru ""faună"" cum ""albină"" este pentru "
259,RO,șacal,faună,cerb,"['bovid', 'mamifer', 'vertebrată', 'creatură', 'ungulat', 'fiară', 'ființă', 'animal', 'organism', 'faună', 'placentară', 'artiodactil', 'rumegător', 'cordată', 'eutherian', 'bovină', 'ființă_animată', 'mamifer_eutherian', 'mamifer_placentar', 'craniat', 'mamifer_fizic_cu_copite', 'entitate_fizică', 'manifer_artiodactil', 'viețuitoare', 'ungulat_cu_număr_par_de_degete']","""șacal"" este pentru ""faună"" cum ""cerb"" este pentru "
260,RO,leu,faună,lup,"['canin', 'vertebrată', 'creatură', 'fiară', 'canid', 'ființă', 'animal', 'organism', 'faună', 'placentară', 'carnivor', 'cordată', 'eutherian', 'mamifer', 'ființă_animată', 'mamifer_eutherian', 'jackal', 'mamifer_placentar', 'craniat', 'animal_domesticit', 'entitate_fizică', 'animal_domestic', 'viețuitoare']","""leu"" este pentru ""faună"" cum ""lup"" este pentru "
261,RO,vulpe,faună,furnică,"['insectă', 'invertebrată', 'creatură', 'fiară', 'himenopter', 'ființă', 'animal', 'organism', 'faună', 'artropod', 'insectă_himenopteră', 'ființă_animată', 'himenopterul_fizic', 'entitate_fizică', 'viețuitoare']","""vulpe"" este pentru ""faună"" cum ""furnică"" este pentru "
262,RO,jaguar,carnivor,șoarece,"['rozătoare', 'vertebrată', 'creatură', 'fiară', 'animal', 'organism', 'faună', 'placentară', 'cordată', 'eutherian', 'mamifer', 'mamifer_eutherian', 'ființă_animată', 'viețuitoare', 'mamifer_placentar', 'craniat']","""jaguar"" este pentru ""carnivor"" cum ""șoarece"" este pentru "
263,RO,bufniță,vertebrată,câine,"['canin', 'vertebrată', 'creatură', 'fiară', 'canid', 'ființă', 'animal', 'organism', 'faună', 'placentară', 'carnivor', 'cordată', 'eutherian', 'mamifer', 'ființă_animată', 'mamifer_eutherian', 'mișcător', 'mamifer_placentar', 'craniat', 'animal_domesticit', 'entitate_fizică', 'animal_domestic', 'viețuitoare']","""bufniță"" este pentru ""vertebrată"" cum ""câine"" este pentru "
264,RO,pomei,faună,fluture,"['insectă', 'creatură', 'fiară', 'lepidopteră', 'animal', 'organism', 'faună', 'artropod', 'insectă_lepidopteră', 'ființă_animată', 'viețuitoare']","""pomei"" este pentru ""faună"" cum ""fluture"" este pentru "
265,RO,leu,pisică,albină,"['insectă', 'invertebrată', 'creatură', 'fiară', 'himenopter', 'ființă', 'animal', 'organism', 'faună', 'artropod', 'insectă_himenopteră', 'ființă_animată', 'viețuitoare']","""leu"" este pentru ""pisică"" cum ""albină"" este pentru "
266,RO,leopard,faună,curcan,"['orătanie', 'pasăre', 'vertebrată', 'păsări_de_curte', 'creatură', 'fiară', 'ființă', 'animal', 'organism', 'faună', 'cordată', 'orătănie_domestică', 'ființă_animată', 'pasăre_galinacee', 'craniat', 'galinacee', 'viețuitoare']","""leopard"" este pentru ""faună"" cum ""curcan"" este pentru "
267,RO,furnică,placentară,pisică,"['felină', 'fiară', 'animal', 'organism', 'faună', 'placentară', 'carnivor', 'cordată', 'felid', 'eutherian', 'manifer', 'mamifer_eutherian', 'ființă_animată', 'manifer_placentar', 'craniat']","""furnică"" este pentru ""placentară"" cum ""pisică"" este pentru "
268,RO,vacă,organism,gândac_de_bucătărie,"['insectă', 'invertebrată', 'creatură', 'fiară', 'insectă_dictiopteră', 'ființă', 'animal', 'organism', 'faună', 'artropod', 'ființă_animată', 'entitate_fizică', 'viețuitoare']","""vacă"" este pentru ""organism"" cum ""gândac_de_bucătărie"" este pentru "
269,RO,gorilă,organism,om,"['primată', 'vertebrată', 'creatură', 'fiară', 'ființă', 'animal', 'organism', 'faună', 'placentară', 'hominif', 'cordată', 'eutherian', 'mamifer', 'maimuță', 'ființă_animată', 'mamifer_eutherian', 'mamifer_placentar', 'craniat', 'viețuitoare']","""gorilă"" este pentru ""organism"" cum ""om"" este pentru "
270,PT,falcão,pássaro,peru,"['ave', 'pássaro', 'vertebrado', 'ave_de_capoeira', 'criatura', 'ser', 'animal', 'organismo', 'fauna', 'cordado', 'ave_doméstica', 'ser_animado', 'pássaro_galináceo', 'craniata', 'galináceo', 'coisa_viva']","""falcão"" está para ""pássaro"" assim como ""peru"" está para "
271,PT,búfalo,vertebrado,tigre,"['felino', 'gato', 'animal', 'organismo', 'fauna', 'placentário', 'carnívoro', 'cordado', 'eutério', 'mamífero', 'mamífero_eutério', 'ser_animado', 'mamífero_placentário', 'craniata', 'grande_gato', 'grande_felino']","""búfalo"" está para ""vertebrado"" assim como ""tigre"" está para "
272,PT,borboleta,inseto,peru,"['ave', 'pássaro', 'vertebrado', 'ave_de_capoeira', 'criatura', 'ser', 'animal', 'organismo', 'fauna', 'cordado', 'ave_doméstica', 'ser_animado', 'pássaro_galináceo', 'craniata', 'galináceo', 'coisa_viva']","""borboleta"" está para ""inseto"" assim como ""peru"" está para "
273,PT,pónei,organismo,barata,"['inseto', 'invertebrado', 'criatura', 'inseto_dictióptero', 'ser', 'animal', 'organismo', 'fauna', 'artrópode', 'ser_animado', 'entidade_física', 'coisa_viva']","""pónei"" está para ""organismo"" assim como ""barata"" está para "
274,PT,pato,aves_aquáticas,bode,"['bovídeo', 'mamífero', 'vertebrado', 'ungulado', 'ser', 'animal', 'organismo', 'fauna', 'placentário', 'artiodáctilo', 'cordado', 'eutério', 'ser_animado', 'mamífero_eutério', 'mamífero_placentário', 'craniata', 'mamífero_ungulado', 'ungulado_de_dedos_pares', 'mamífero_artiodáctilo', 'coisa_viva']","""pato"" está para ""aves_aquáticas"" assim como ""bode"" está para "
275,PT,chacal,animal_domesticado,búfalo,"['bovídeo', 'mamífero', 'bisonte', 'bovina', 'vertebrado', 'criatura', 'ungulado', 'ser', 'animal', 'organismo', 'fauna', 'placentário', 'artiodáctilo', 'ruminante', 'cordado', 'eutério', 'bovino', 'ser_animado', 'mamífero_eutério', 'mamífero_placentário', 'craniata', 'mamífero_com_casco_físico', 'entidade_física', 'ungulado_de_dedos_pares', 'mamífero_artiodáctilo', 'coisa_viva']","""chacal"" está para ""animal_domesticado"" assim como ""búfalo"" está para "
276,PT,formiga,inseto,formiga,"['inseto', 'invertebrado', 'criatura', 'himenóptero', 'ser', 'animal', 'organismo', 'fauna', 'artrópode', 'himenóptero_inseto', 'ser_animado', 'entidade_física', 'coisa_viva']","""formiga"" está para ""inseto"" assim como ""formiga"" está para "
277,PT,gato,organismo,esquilo,"['roedor', 'vertebrado', 'criatura', 'animal', 'organismo', 'fauna', 'placentário', 'cordado', 'eutério', 'mamífero', 'mamífero_eutério', 'ser_animado', 'coisa_viva', 'mamífero_placentário', 'craniata']","""gato"" está para ""organismo"" assim como ""esquilo"" está para "
278,PT,chacal,entidade_física,águia,"['ave_de_rapina', 'pássaro', 'vertebrado', 'criatura', 'ser', 'animal', 'organismo', 'fauna', 'cordado', 'ser_animado', 'craniata', 'ave_predatória', 'coisa_viva', 'ave,rapinante']","""chacal"" está para ""entidade_física"" assim como ""águia"" está para "
279,PT,tigre,organismo,pato,"['ave', 'pássaro', 'vertebrado', 'ave_de_capoeira', 'criatura', 'ser', 'animal', 'organismo', 'fauna', 'cordado', 'ave_doméstica', 'aves_aquáticas', 'ser_animado', 'pássaro_anseriforme', 'craniata', 'coisa_viva']","""tigre"" está para ""organismo"" assim como ""pato"" está para "
280,PT,borboleta,organismo,pónei,"['bovídeo', 'mamífero', 'cavalo', 'vertebrado', 'criatura', 'animal', 'organismo', 'fauna', 'placentário', 'eutério', 'equino', 'equídeo', 'coisa_viva', 'ungulado_de_dedos_ímpares', 'ser_animado', 'mamífero_eutério', 'perissodáctilo', 'mamífero_placentário', 'craniata', 'mamífero_ungulado', 'entidade_física', 'mamífero_perissodáctilo', 'equus_caballus']","""borboleta"" está para ""organismo"" assim como ""pónei"" está para "
281,PT,cão,placentário,pónei,"['bovídeo', 'mamífero', 'cavalo', 'vertebrado', 'criatura', 'animal', 'organismo', 'fauna', 'placentário', 'eutério', 'equino', 'equídeo', 'coisa_viva', 'ungulado_de_dedos_ímpares', 'ser_animado', 'mamífero_eutério', 'perissodáctilo', 'mamífero_placentário', 'craniata', 'mamífero_ungulado', 'entidade_física', 'mamífero_perissodáctilo', 'equus_caballus']","""cão"" está para ""placentário"" assim como ""pónei"" está para "
282,PT,gorila,fauna,ganso,"['ave', 'pássaro', 'vertebrado', 'ave_de_capoeira', 'criatura', 'ser', 'animal', 'organismo', 'fauna', 'cordado', 'ave_doméstica', 'aves_aquáticas', 'ser_animado', 'pássaro_anseriforme', 'craniata', 'coisa_viva']","""gorila"" está para ""fauna"" assim como ""ganso"" está para "
283,PT,raposa,carnívoro,orangotango,"['primata', 'vertebrado', 'criatura', 'ser', 'animal', 'organismo', 'fauna', 'placentário', 'hominídeo', 'cordado', 'eutério', 'mamífero', 'símio', 'ser_animado', 'mamífero_eutério', 'mamífero_placentário', 'craniata', 'entidade_física', 'coisa_viva', 'macaco']","""raposa"" está para ""carnívoro"" assim como ""orangotango"" está para "
284,PT,borboleta,criatura,veado,"['bovídeo', 'mamífero', 'vertebrado', 'criatura', 'ungulado', 'ser', 'animal', 'organismo', 'fauna', 'placentário', 'artiodáctilo', 'ruminante', 'cordado', 'eutério', 'bovino', 'ser_animado', 'mamífero_eutério', 'mamífero_placentário', 'craniata', 'mamífero_com_casco_físico', 'entidade_física', 'ungulado_de_dedos_pares', 'mamífero_artiodáctilo', 'coisa_viva']","""borboleta"" está para ""criatura"" assim como ""veado"" está para "
285,PT,tigre,fauna,coiote,"['canino', 'vertebrado', 'criatura', 'canídeo', 'ser', 'animal', 'organismo', 'fauna', 'placentário', 'carnívoro', 'cordado', 'eutério', 'mamífero', 'ser_animado', 'mamífero_eutério', 'locomotor', 'mamífero_placentário', 'craniata', 'animal_domesticado', 'entidade_física', 'animal_doméstico', 'coisa_viva']","""tigre"" está para ""fauna"" assim como ""coiote"" está para "
286,PT,gibão,placentário,chacal,"['canino', 'vertebrado', 'criatura', 'canídeo', 'ser', 'animal', 'organismo', 'fauna', 'placentário', 'carnívoro', 'cordado', 'eutério', 'mamífero', 'ser_animado', 'mamífero_eutério', 'locomotor', 'mamífero_placentário', 'craniata', 'animal_domesticado', 'entidade_física', 'animal_doméstico', 'coisa_viva']","""gibão"" está para ""placentário"" assim como ""chacal"" está para "
287,PT,lobo,entidade_física,coiote,"['canino', 'vertebrado', 'criatura', 'canídeo', 'ser', 'animal', 'organismo', 'fauna', 'placentário', 'carnívoro', 'cordado', 'eutério', 'mamífero', 'ser_animado', 'mamífero_eutério', 'locomotor', 'mamífero_placentário', 'craniata', 'animal_domesticado', 'entidade_física', 'animal_doméstico', 'coisa_viva']","""lobo"" está para ""entidade_física"" assim como ""coiote"" está para "
288,PT,falcão,fauna,abelha,"['inseto', 'criatura', 'himenóptero', 'ser', 'animal', 'organismo', 'fauna', 'artrópode', 'himenóptero_inseto', 'ser_animado', 'coisa_viva', 'invertebrado']","""falcão"" está para ""fauna"" assim como ""abelha"" está para "
289,PT,chacal,fauna,veado,"['bovídeo', 'mamífero', 'vertebrado', 'criatura', 'ungulado', 'ser', 'animal', 'organismo', 'fauna', 'placentário', 'artiodáctilo', 'ruminante', 'cordado', 'eutério', 'bovino', 'ser_animado', 'mamífero_eutério', 'mamífero_placentário', 'craniata', 'mamífero_com_casco_físico', 'entidade_física', 'ungulado_de_dedos_pares', 'mamífero_artiodáctilo', 'coisa_viva']","""chacal"" está para ""fauna"" assim como ""veado"" está para "
290,PT,leão,fauna,lobo,"['canino', 'vertebrado', 'criatura', 'canídeo', 'ser', 'animal', 'organismo', 'fauna', 'placentário', 'carnívoro', 'cordado', 'eutério', 'mamífero', 'ser_animado', 'mamífero_eutério', 'locomotor', 'mamífero_placentário', 'craniata', 'animal_domesticado', 'entidade_física', 'animal_doméstico', 'coisa_viva']","""leão"" está para ""fauna"" assim como ""lobo"" está para "
291,PT,raposa,fauna,formiga,"['inseto', 'invertebrado', 'criatura', 'himenóptero', 'ser', 'animal', 'organismo', 'fauna', 'artrópode', 'himenóptero_inseto', 'ser_animado', 'entidade_física', 'coisa_viva']","""raposa"" está para ""fauna"" assim como ""formiga"" está para "
292,PT,jaguar,carnívoro,rato,"['roedor', 'vertebrado', 'criatura', 'animal', 'organismo', 'fauna', 'placentário', 'cordado', 'eutério', 'mamífero', 'mamífero_eutério', 'ser_animado', 'coisa_viva', 'mamífero_placentário', 'craniata']","""jaguar"" está para ""carnívoro"" assim como ""rato"" está para "
293,PT,mocho,vertebrado,cão,"['canino', 'vertebrado', 'criatura', 'canídeo', 'ser', 'animal', 'organismo', 'fauna', 'placentário', 'carnívoro', 'cordado', 'eutério', 'mamífero', 'ser_animado', 'mamífero_eutério', 'locomotor', 'mamífero_placentário', 'craniata', 'animal_domesticado', 'entidade_física', 'animal_doméstico', 'coisa_viva']","""mocho"" está para ""vertebrado"" assim como ""cão"" está para "
294,PT,pónei,fauna,borboleta,"['inseto', 'criatura', 'lepidóptero', 'animal', 'organismo', 'fauna', 'artrópode', 'inseto_lepidóptero', 'lepidoptera', 'ser_animado', 'coisa_viva']","""pónei"" está para ""fauna"" assim como ""borboleta"" está para "
295,PT,leão,gato,abelha,"['inseto', 'criatura', 'himenóptero', 'ser', 'animal', 'organismo', 'fauna', 'artrópode', 'himenóptero_inseto', 'ser_animado', 'coisa_viva', 'invertebrado']","""leão"" está para ""gato"" assim como ""abelha"" está para "
296,PT,leopardo,fauna,peru,"['ave', 'pássaro', 'vertebrado', 'ave_de_capoeira', 'criatura', 'ser', 'animal', 'organismo', 'fauna', 'cordado', 'ave_doméstica', 'ser_animado', 'pássaro_galináceo', 'craniata', 'galináceo', 'coisa_viva']","""leopardo"" está para ""fauna"" assim como ""peru"" está para "
297,PT,formiga,placentário,gato,"['felino', 'animal', 'organismo', 'fauna', 'placentário', 'carnívoro', 'cordado', 'eutério', 'mamífero', 'mamífero_eutério', 'ser_animado', 'mamífero_placentário', 'craniata']","""formiga"" está para ""placentário"" assim como ""gato"" está para "
298,PT,vaca,organismo,barata,"['inseto', 'invertebrado', 'criatura', 'inseto_dictióptero', 'ser', 'animal', 'organismo', 'fauna', 'artrópode', 'ser_animado', 'entidade_física', 'coisa_viva']","""vaca"" está para ""organismo"" assim como ""barata"" está para "
299,PT,gorila,organismo,humano,"['primata', 'vertebrado', 'criatura', 'ser', 'animal', 'organismo', 'fauna', 'placentário', 'hominídeo', 'cordado', 'eutério', 'mamífero', 'símio', 'ser_animado', 'mamífero_eutério', 'mamífero_placentário', 'craniata', 'entidade_física', 'coisa_viva', 'hominídeo']","""gorila"" está para ""organismo"" assim como ""humano"" está para "
300,MK,сокол,птица,мисирка,"['живина', 'птица', '`рбетник', 'суштество', 'ѕвер', 'животно', 'организам', 'фауна', 'хордати', 'домашна_живина', 'живо_суштество', 'черепни', 'живо_битие']","Односот меѓу зборовите ""сокол"" и ""птица"" е еднаков со односот меѓу зборовите ""мисирка"" и "
301,MK,бивол,`рбетник,тигар,"['мали_мачки', 'мачка', 'ѕвер', 'животно', 'организам', 'фауна', 'плацентален_цицач', 'месојад', 'хордати', 'мачки', 'виш_цицач', 'цицач', 'живо_суштество', 'черепни', 'голема_мачка']","Односот меѓу зборовите ""бивол"" и ""`рбетник"" е еднаков со односот меѓу зборовите ""тигар"" и "
302,MK,пеперутка,инсект,мисирка,"['живина', 'птица', '`рбетник', 'суштество', 'ѕвер', 'животно', 'организам', 'фауна', 'хордати', 'домашна_живина', 'живо_суштество', 'черепни', 'живо_битие']","Односот меѓу зборовите ""пеперутка"" и ""инсект"" е еднаков со односот меѓу зборовите ""мисирка"" и "
303,MK,пони,организам,лебарка,"['инсект', 'безрбетник', 'суштество', 'ѕвер', 'животно', 'органзиам', 'фауна', 'членконоги', 'живо_суштество', 'физички_ентитет', 'живо_битие']","Односот меѓу зборовите ""пони"" и ""организам"" е еднаков со односот меѓу зборовите ""лебарка"" и "
304,MK,патка,водна_живина,коза,"['цицач', '`рбетник', 'копитар', 'ѕвер', 'суштество', 'животно', 'организам', 'фауна', 'плацентален_цицач', 'парнокопитни', 'хордати', 'виш_цицач', 'живо_суштество', 'черепни', 'живо_битие']","Односот меѓу зборовите ""патка"" и ""водна_живина"" е еднаков со односот меѓу зборовите ""коза"" и "
305,MK,шакал,припитомено_животно,бивол,"['цицач', 'бизон', 'крава', '`рбетник', 'суштество', 'копитар', 'ѕвер', 'животно', 'организам', 'фауна', 'плацентален_цицач', 'парнокопитни', 'преживар', 'хордати', 'виш_цицач', 'говеда', 'живо_суштество', 'черепни', 'физички_ентитет', 'живо_битие']","Односот меѓу зборовите ""шакал"" и ""припитомено_животно"" е еднаков со односот меѓу зборовите ""бивол"" и "
306,MK,мравка,инсект,мравка,"['инсект', 'безрбетник', 'суштество', 'ѕвер', 'ципокрилец', 'животно', 'организам', 'фауна', 'членконоги', 'ципокрилен_инсект', 'живо_суштество', 'физички_ентитет', 'живо_битие']","Односот меѓу зборовите ""мравка"" и ""инсект"" е еднаков со односот меѓу зборовите ""мравка"" и "
307,MK,мачка,организам,верверица,"['глодач', '`рбетник', 'суштество', 'ѕвер', 'животно', 'организам', 'фауна', 'плацентален_цицач', 'хордати', 'виш_цицач', 'цицач', 'живо_суштество', 'живо_битие', 'черепни']","Односот меѓу зборовите ""мачка"" и ""организам"" е еднаков со односот меѓу зборовите ""верверица"" и "
308,MK,шакал,физички_ентитет,орел,"['птица_грабливка', 'птица', '`рбетник', 'суштество', 'ѕвер', 'животно', 'организам', 'фауна', 'хордати', 'живо_суштество', 'черепни']","Односот меѓу зборовите ""шакал"" и ""физички_ентитет"" е еднаков со односот меѓу зборовите ""орел"" и "
309,MK,тигар,организам,патка,"['живина', 'ptica', '`рбетник', 'суштество', 'ѕвер', 'животно', 'организам', 'фауна', 'хордати', 'домашна_живина', 'водна_живина', 'живо_суштество', 'черепни', 'живо_битие']","Односот меѓу зборовите ""тигар"" и ""организам"" е еднаков со односот меѓу зборовите ""патка"" и "
310,MK,пеперутка,организам,пони,"['цицач', 'коњ', '`рбетник', 'суштество', 'ѕвер', 'животно', 'организам', 'фауна', 'плацентален_цицач', 'виш_цицач', 'живо_битие', 'живо_суштество', 'черепни', 'физички_ентитет']","Односот меѓу зборовите ""пеперутка"" и ""организам"" е еднаков со односот меѓу зборовите ""пони"" и "
311,MK,куче,плацентален_цицач,пони,"['цицач', 'коњ', '`рбетник', 'суштество', 'ѕвер', 'животно', 'организам', 'фауна', 'плацентален_цицач', 'виш_цицач', 'живо_битие', 'живо_суштество', 'черепни', 'физички_ентитет']","Односот меѓу зборовите ""куче"" и ""плацентален_цицач"" е еднаков со односот меѓу зборовите ""пони"" и "
312,MK,горило,фауна,гуска,"['живина', 'птица', '`рбетник', 'суштество', 'ѕвер', 'животно', 'организам', 'фауна', 'хордати', 'домашна_живина', 'водна_живина', 'живо_суштество', 'черепни', 'живо_битие']","Односот меѓу зборовите ""горило"" и ""фауна"" е еднаков со односот меѓу зборовите ""гуска"" и "
313,MK,лисица,месојад,орангутан,"['примат', '`рбетник', 'суштество', 'ѕвер', 'животно', 'организам', 'фауна', 'плацентален_цицач', 'човеколик_мајмун', 'хордати', 'виш_цицач', 'цицач', 'живо_суштество', 'черепни', 'физички_ентитет', 'живо_битие']","Односот меѓу зборовите ""лисица"" и ""месојад"" е еднаков со односот меѓу зборовите ""орангутан"" и "
314,MK,пеперутка,суштество,елен,"['цицач', '`рбетник', 'суштество', 'копитар', 'ѕвер', 'животно', 'организам', 'фауна', 'плацентален_цицач', 'парнокопитни', 'преживар', 'хордати', 'виш_цицач', 'говеда', 'живо_суштество', 'черепни', 'физички_ентитет', 'живо_битие']","Односот меѓу зборовите ""пеперутка"" и ""суштество"" е еднаков со односот меѓу зборовите ""елен"" и "
315,MK,тигар,фауна,којот,"['кучиња', '`рбетник', 'суштество', 'ѕвер', 'животно', 'организам', 'фауна', 'плацентален_цицач', 'месојад', 'хордати', 'виш_цицач', 'цицач', 'живо_суштество', 'черепни', 'припитомено_животно', 'физички_ентитет', 'домашно_животно', 'живо_битие']","Односот меѓу зборовите ""тигар"" и ""фауна"" е еднаков со односот меѓу зборовите ""којот"" и "
316,MK,гибон,плацентален_цицач,шакал,"['кучиња', '`рбетник', 'суштество', 'ѕвер', 'животно', 'организам', 'фауна', 'плацентален_цицач', 'месојад', 'хордати', 'виш_цицач', 'цицач', 'живо_суштество', 'черепни', 'припитомено_животно', 'физички_ентитет', 'домашно_животно', 'живо_битие']","Односот меѓу зборовите ""гибон"" и ""плацентален_цицач"" е еднаков со односот меѓу зборовите ""шакал"" и "
317,MK,волк,физички_ентитет,којот,"['кучиња', '`рбетник', 'суштество', 'ѕвер', 'животно', 'организам', 'фауна', 'плацентален_цицач', 'месојад', 'хордати', 'виш_цицач', 'цицач', 'живо_суштество', 'черепни', 'припитомено_животно', 'физички_ентитет', 'домашно_животно', 'живо_битие']","Односот меѓу зборовите ""волк"" и ""физички_ентитет"" е еднаков со односот меѓу зборовите ""којот"" и "
318,MK,сокол,фауна,пчела,"['инсект', 'безрбетник', 'суштество', 'ѕвер', 'ципокрилец', 'животно', 'организам', 'фауна', 'членконоги', 'живо_суштество', 'живо_битие']","Односот меѓу зборовите ""сокол"" и ""фауна"" е еднаков со односот меѓу зборовите ""пчела"" и "
319,MK,шакал,фауна,елен,"['цицач', '`рбетник', 'суштество', 'копитар', 'ѕвер', 'животно', 'организам', 'фауна', 'плацентален_цицач', 'парнокопитни', 'преживар', 'хордати', 'виш_цицач', 'говеда', 'живо_суштество', 'черепни', 'физички_ентитет', 'живо_битие']","Односот меѓу зборовите ""шакал"" и ""фауна"" е еднаков со односот меѓу зборовите ""елен"" и "
320,MK,лав,фауна,волк,"['кучиња', '`рбетник', 'суштество', 'ѕвер', 'животно', 'организам', 'фауна', 'плацентален_цицач', 'месојад', 'хордати', 'виш_цицач', 'цицач', 'живо_суштество', 'черепни', 'припитомено_животно', 'физички_ентитет', 'домашно_животно', 'живо_битие']","Односот меѓу зборовите ""лав"" и ""фауна"" е еднаков со односот меѓу зборовите ""волк"" и "
321,MK,лисица,фауна,мравка,"['инсект', 'безрбетник', 'суштество', 'ѕвер', 'ципокрилец', 'животно', 'организам', 'фауна', 'членконоги', 'ципокрилен_инсект', 'живо_суштество', 'физички_ентитет', 'живо_битие']","Односот меѓу зборовите ""лисица"" и ""фауна"" е еднаков со односот меѓу зборовите ""мравка"" и "
