,Language,a,b,c,d,prompts
319,MK,заборава,помни,напред,"['зад', 'одзади', 'по', 'опашка', 'претходно']","Односот меѓу зборовите ""заборава"" и ""помни"" е еднаков со односот меѓу зборовите ""напред"" и "
320,MK,напред,одзади,по,"['пред', 'порано', 'претходно']","Односот меѓу зборовите ""напред"" и ""одзади"" е еднаков со односот меѓу зборовите ""по"" и "
321,MK,динамички,непроменлив,почеток,"['крај', 'завршен', 'завршеток,_епилог', 'последен', 'конечен', 'завршница', 'финале', 'заклучок']","Односот меѓу зборовите ""динамички"" и ""непроменлив"" е еднаков со односот меѓу зборовите ""почеток"" и "
322,MK,горе,долу,вистина,"['лага', 'неточно', 'неисправно', 'погрешно']","Односот меѓу зборовите ""горе"" и ""долу"" е еднаков со односот меѓу зборовите ""вистина"" и "
323,MK,пред,по,под,"['над', 'горен', 'горе']","Односот меѓу зборовите ""пред"" и ""по"" е еднаков со односот меѓу зборовите ""под"" и "
324,MK,испушта,прибира,испушта,"['крева', 'прибира']","Односот меѓу зборовите ""испушта"" и ""прибира"" е еднаков со односот меѓу зборовите ""испушта"" и "
325,MK,нагорнина,удолнина,продолжува,"['повлекува', 'враќа']","Односот меѓу зборовите ""нагорнина"" и ""удолнина"" е еднаков со односот меѓу зборовите ""продолжува"" и "
326,MK,југоисточен,североисточен,југоисточен,"['југозападен', 'североисточен']","Односот меѓу зборовите ""југоисточен"" и ""североисточен"" е еднаков со односот меѓу зборовите ""југоисточен"" и "
327,MK,вистина,лага,под,"['над', 'горен', 'горе']","Односот меѓу зборовите ""вистина"" и ""лага"" е еднаков со односот меѓу зборовите ""под"" и "
328,MK,прв,последен,внатре,"['надвор', 'надворешен']","Односот меѓу зборовите ""прв"" и ""последен"" е еднаков со односот меѓу зборовите ""внатре"" и "
329,MK,вистина,лага,вработува,"['распушта', 'отпушта', 'истиснува', 'раскинува']","Односот меѓу зборовите ""вистина"" и ""лага"" е еднаков со односот меѓу зборовите ""вработува"" и "
330,HR,početak,kraj,zaboraviti,"['zapamtiti', 'prizvati', 'sjećati_se', 'dozvati', 'prisjetiti_se', 'pamtiti']","Odnos između riječi ""početak"" i ""kraj"" jednak je odnosu između riječi ""zaboraviti"" i "
331,HR,prema,od,interijer,"['eksterijer', 'na_otvorenom', 'u_prirodi', 'vani']","Odnos između riječi ""prema"" i ""od"" jednak je odnosu između riječi ""interijer"" i "
332,HR,uzbrdo,nizbrdo,ispod,"['iznad', 'više', 'gore']","Odnos između riječi ""uzbrdo"" i ""nizbrdo"" jednak je odnosu između riječi ""ispod"" i "
333,HR,smrtan,besmrtan,uzbrdo,"['nizbrdo', 'opadanje', 'pad']","Odnos između riječi ""smrtan"" i ""besmrtan"" jednak je odnosu između riječi ""uzbrdo"" i "
334,HR,prvi,zadnji,naprijed,"['nazad', 'unazad', 'unatrag', 'natrag', 'straga']","Odnos između riječi ""prvi"" i ""zadnji"" jednak je odnosu između riječi ""naprijed"" i "
335,HR,unutra,vani,ispred,"['iza', 'pozadi', 'nakon', 'rep', 'unaprijed']","Odnos između riječi ""unutra"" i ""vani"" jednak je odnosu između riječi ""ispred"" i "
336,HR,zaboraviti,zapamtiti,prije,"['poslije', 'nakon_čega', 'kasnije', 'nakon', 'ispred', 'zatim']","Odnos između riječi ""zaboraviti"" i ""zapamtiti"" jednak je odnosu između riječi ""prije"" i "
337,HR,zaposliti,otpustiti,točno,"['netočno', 'pogrešno']","Odnos između riječi ""zaposliti"" i ""otpustiti"" jednak je odnosu između riječi ""točno"" i "
338,HR,ispustiti,pokupiti,potopiti,['pojaviti_se'],"Odnos između riječi ""ispustiti"" i ""pokupiti"" jednak je odnosu između riječi ""potopiti"" i "
339,HR,početak,zaključak,zaposliti,"['otpustiti', 'dati_otkaz', 'najuriti', 'premjestiti', 'raskinuti']","Odnos između riječi ""početak"" i ""zaključak"" jednak je odnosu između riječi ""zaposliti"" i "
340,HR,nastaviti,vratiti_se,interijer,"['eksterijer', 'na_otvorenom', 'u_prirodi', 'vani']","Odnos između riječi ""nastaviti"" i ""vratiti_se"" jednak je odnosu između riječi ""interijer"" i "
341,HR,isključen,uključen,dinamičan,"['statičan', 'miran', 'nepomičan', 'nepromjenjiv']","Odnos između riječi ""isključen"" i ""uključen"" jednak je odnosu između riječi ""dinamičan"" i "
342,HR,zaposliti,raskinuti,ispred,"['iza', 'pozadi', 'nakon', 'rep', 'unaprijed']","Odnos između riječi ""zaposliti"" i ""raskinuti"" jednak je odnosu između riječi ""ispred"" i "
343,HR,smrtan,besmrtan,potopiti,['pojaviti_se'],"Odnos između riječi ""smrtan"" i ""besmrtan"" jednak je odnosu između riječi ""potopiti"" i "
344,HR,uzbrdo,nizbrdo,unutra,"['vani', 'izvan']","Odnos između riječi ""uzbrdo"" i ""nizbrdo"" jednak je odnosu između riječi ""unutra"" i "
345,HR,prvi,zadnji,smrtan,['besmrtan'],"Odnos između riječi ""prvi"" i ""zadnji"" jednak je odnosu između riječi ""smrtan"" i "
346,HR,zaboraviti,zapamtiti,dinamičan,"['statičan', 'miran', 'nepomičan', 'nepromjenjiv']","Odnos između riječi ""zaboraviti"" i ""zapamtiti"" jednak je odnosu između riječi ""dinamičan"" i "
347,HR,unutra,vani,uzbrdo,"['nizbrdo', 'opadanje', 'pad']","Odnos između riječi ""unutra"" i ""vani"" jednak je odnosu između riječi ""uzbrdo"" i "
348,HR,potopiti,pojaviti_se,zaposliti,"['otpustiti', 'dati_otkaz', 'najuriti', 'premjestiti', 'raskinuti']","Odnos između riječi ""potopiti"" i ""pojaviti_se"" jednak je odnosu između riječi ""zaposliti"" i "
349,HR,zaboraviti,zapamtiti,ispred,"['iza', 'pozadi', 'nakon', 'rep', 'unaprijed']","Odnos između riječi ""zaboraviti"" i ""zapamtiti"" jednak je odnosu između riječi ""ispred"" i "
350,HR,ispred,pozadi,nakon,"['prije', 'ranije', 'prethodno']","Odnos između riječi ""ispred"" i ""pozadi"" jednak je odnosu između riječi ""nakon"" i "
351,HR,dinamičan,nepromjenjiv,početak,"['kraj', 'konačan', 'završetak', 'zadnji', 'posljednji', 'cilj', 'finale', 'zaključak']","Odnos između riječi ""dinamičan"" i ""nepromjenjiv"" jednak je odnosu između riječi ""početak"" i "
352,HR,gore,dolje,točno,"['netočno', 'pogrešno']","Odnos između riječi ""gore"" i ""dolje"" jednak je odnosu između riječi ""točno"" i "
353,HR,prije,poslije,ispod,"['iznad', 'više', 'gore']","Odnos između riječi ""prije"" i ""poslije"" jednak je odnosu između riječi ""ispod"" i "
354,HR,ispustiti,pokupiti,ispustiti,"['podići', 'pokupiti']","Odnos između riječi ""ispustiti"" i ""pokupiti"" jednak je odnosu između riječi ""ispustiti"" i "
355,HR,uzbrdo,nizbrdo,nastaviti,"['povući_se', 'vratiti_se']","Odnos između riječi ""uzbrdo"" i ""nizbrdo"" jednak je odnosu između riječi ""nastaviti"" i "
356,HR,jugoistok,sjeveroistok,jugoistok,"['jugozapad', 'sjeveroistok']","Odnos između riječi ""jugoistok"" i ""sjeveroistok"" jednak je odnosu između riječi ""jugoistok"" i "
357,HR,točno,netočno,ispod,"['iznad', 'više', 'gore']","Odnos između riječi ""točno"" i ""netočno"" jednak je odnosu između riječi ""ispod"" i "
358,HR,prvi,zadnji,unutra,"['vani', 'izvan']","Odnos između riječi ""prvi"" i ""zadnji"" jednak je odnosu između riječi ""unutra"" i "
359,HR,točno,netočno,zaposliti,"['otpustiti', 'dati_otkaz', 'najuriti', 'premjestiti', 'raskinuti']","Odnos između riječi ""točno"" i ""netočno"" jednak je odnosu između riječi ""zaposliti"" i "
360,DE,Anfang,Ende,vergessen,"['erinnern', 'abrufen', 'entsinnen', 'zurückrufen', 'heraufrufen', 'ins_Gedächntis_rufen']","""Anfang"" ist zu ""Ende"" wie ""vergessen"" ist zu "
361,DE,zu,weg,innen,"['außen', 'im_Freien', 'auswärts', 'draußen']","""zu"" ist zu ""weg"" wie ""innen"" ist zu "
362,DE,bergauf,bergab,unten,"['oberhalb', 'höher', 'oben']","""bergauf"" ist zu ""bergab"" wie ""unten"" ist zu "
363,DE,sterblich,unsterblich,bergauf,"['bergab', 'neigen', 'abfallend', 'abschüssig', 'absteigend']","""sterblich"" ist zu ""unsterblich"" wie ""bergauf"" ist zu "
364,DE,Erstes,Letztes,vorwärts,"['rückwärts', 'zurück', 'nach_hinten', 'rückwärtig']","""Erstes"" ist zu ""Letztes"" wie ""vorwärts"" ist zu "
365,DE,drinnen,draußen,vorne,"['hinten', 'rückseitig', 'nach', 'Heck', 'zuvor']","""drinnen"" ist zu ""draußen"" wie ""vorne"" ist zu "
366,DE,vergessen,erinnern,zuvor,"['danach', 'anschließend', 'später', 'nachher', 'kommend']","""vergessen"" ist zu ""erinnern"" wie ""zuvor"" ist zu "
367,DE,anstellen,kündigen,wahr,"['falsch', 'inkorrekt', 'fälschlich', 'unrichtig,']","""anstellen"" ist zu ""kündigen"" wie ""wahr"" ist zu "
368,DE,fallenlassen,aufheben,untertauchen,['auftauchen'],"""fallenlassen"" ist zu ""aufheben"" wie ""untertauchen"" ist zu "
369,DE,Anfang,Abschluss,anstellen,"['kündigen', 'feuern', 'entlassen', 'absetzen', 'aufkündigen']","""Anfang"" ist zu ""Abschluss"" wie ""anstellen"" ist zu "
370,DE,fortfahren,zurückkehren,innen,"['außen', 'im_Freien', 'auswärts', 'draußen']","""fortfahren"" ist zu ""zurückkehren"" wie ""innen"" ist zu "
371,DE,aus,ein,dynamisch,"['statisch', 'still', 'regungslos', 'unveränderlich']","""aus"" ist zu ""ein"" wie ""dynamisch"" ist zu "
372,DE,anstellen,aufkündigen,vorne,"['hinten', 'rückseitig', 'nach', 'Heck', 'zuvor']","""anstellen"" ist zu ""aufkündigen"" wie ""vorne"" ist zu "
373,DE,sterblich,unsterblich,untertauchen,['auftauchen'],"""sterblich"" ist zu ""unsterblich"" wie ""untertauchen"" ist zu "
374,DE,bergauf,bergab,drinnen,"['draußen', 'außen', 'außerhalb']","""bergauf"" ist zu ""bergab"" wie ""drinnen"" ist zu "
375,DE,Erstes,Letztes,sterblich,['unsterblich'],"""Erstes"" ist zu ""Letztes"" wie ""sterblich"" ist zu "
376,DE,vergessen,erinnern,dynamisch,"['statisch', 'still', 'regungslos', 'unveränderlich']","""vergessen"" ist zu ""erinnern"" wie ""dynamisch"" ist zu "
377,DE,drinnen,draußen,bergauf,"['bergab', 'neigen', 'abfallend', 'abschüssig', 'absteigend']","""drinnen"" ist zu ""draußen"" wie ""bergauf"" ist zu "
378,DE,untertauchen,auftauchen,anstellen,"['kündigen', 'feuern', 'entlassen', 'absetzen', 'aufkündigen']","""untertauchen"" ist zu ""auftauchen"" wie ""anstellen"" ist zu "
379,DE,vergessen,erinnern,vorne,"['hinten', 'rückseitig', 'nach', 'Heck', 'zuvor']","""vergessen"" ist zu ""erinnern"" wie ""vorne"" ist zu "
380,DE,vorne,rückseitig,danach,"['davor', 'vorhin', 'zuvor']","""vorne"" ist zu ""rückseitig"" wie ""danach"" ist zu "
381,DE,dynamisch,unveränderlich,Anfang,"['Ende', 'Endpunkt', 'Schluss', 'Letztes', 'Endspiel', 'Endpsurt', 'Finale', 'Abschluss']","""dynamisch"" ist zu ""unveränderlich"" wie ""Anfang"" ist zu "
382,DE,hinauf,hinunter,wahr,"['falsch', 'inkorrekt', 'fälschlich', 'unrichtig,']","""hinauf"" ist zu ""hinunter"" wie ""wahr"" ist zu "
383,DE,zuvor,danach,unten,"['oberhalb', 'höher', 'oben']","""zuvor"" ist zu ""danach"" wie ""unten"" ist zu "
384,DE,fallenlassen,aufheben,fallenlassen,"['hochheben', 'aufheben']","""fallenlassen"" ist zu ""aufheben"" wie ""fallenlassen"" ist zu "
385,DE,bergauf,bergab,fortfahren,"['zurückweichen', 'zurückkehren']","""bergauf"" ist zu ""bergab"" wie ""fortfahren"" ist zu "
386,DE,Südosten,Nordosten,Südosten,"['Südwesten', 'Nordosten']","""Südosten"" ist zu ""Nordosten"" wie ""Südosten"" ist zu "
387,DE,wahr,falsch,unten,"['oberhalb', 'höher', 'oben']","""wahr"" ist zu ""falsch"" wie ""unten"" ist zu "
388,DE,Erstes,Letztes,drinnen,"['draußen', 'außen', 'außerhalb']","""Erstes"" ist zu ""Letztes"" wie ""drinnen"" ist zu "
389,DE,wahr,falsch,anstellen,"['kündigen', 'feuern', 'entlassen', 'absetzen', 'aufkündigen']","""wahr"" ist zu ""falsch"" wie ""anstellen"" ist zu "
390,FR,début,fin,oublier,"['se_souvenir', 'retrouver', 'rappeler', 'call_back', 'call_up']","""début"" est à ""fin"" ce que ""oublier"" est à "
391,FR,vers,loin,intérieur,"['extérieur', 'dehors']","""vers"" est à ""loin"" ce que ""intérieur"" est à "
392,FR,en_haut,en_descendant,en_dessous_de,"['au-dessus_de', 'plus_haut', 'haut']","""en_haut"" est à ""en_descendant"" ce que ""en_dessous_de"" est à "
393,FR,mortel,immortel,en_haut,"['en_descendant', 'décliner', 'chute', 'déclivité', 'en_pente_descendante']","""mortel"" est à ""immortel"" ce que ""en_haut"" est à "
394,FR,premier,dernier,avant,"['backward', 'retour', 'en_arrière']","""premier"" est à ""dernier"" ce que ""avant"" est à "
395,FR,intérieur,dehors,en_avant,"['derrière', 'arrière', 'après', 'queue', 'avant']","""intérieur"" est à ""dehors"" ce que ""en_avant"" est à "
396,FR,oublier,se_souvenir,avant,"['après', 'ensuite', 'plus_tard', 'avant']","""oublier"" est à ""se_souvenir"" ce que ""avant"" est à "
397,FR,employer,renvoyer,VRAI,"['FAUX', 'incorrect', 'faux', 'erroné']","""employer"" est à ""renvoyer"" ce que ""VRAI"" est à "
398,FR,descendre,pick_up,submerger,['émerger'],"""descendre"" est à ""pick_up"" ce que ""submerger"" est à "
399,FR,début,conclusion,employer,"['renvoyer', 'feu', 'licencier', 'remplacer', 'mettre_fin_à']","""début"" est à ""conclusion"" ce que ""employer"" est à "
400,FR,procéder,retour,intérieur,"['extérieur', 'dehors']","""procéder"" est à ""retour"" ce que ""intérieur"" est à "
401,FR,off,sur,dynamique,"['statique', 'immobile', 'immuable']","""off"" est à ""sur"" ce que ""dynamique"" est à "
402,FR,employer,mettre_fin_à,en_avant,"['derrière', 'arrière', 'après', 'queue', 'avant']","""employer"" est à ""mettre_fin_à"" ce que ""en_avant"" est à "
403,FR,mortel,immortel,submerger,['émerger'],"""mortel"" est à ""immortel"" ce que ""submerger"" est à "
404,FR,en_haut,en_descendant,intérieur,"['dehors', 'extérieur']","""en_haut"" est à ""en_descendant"" ce que ""intérieur"" est à "
405,FR,premier,dernier,mortel,['immortel'],"""premier"" est à ""dernier"" ce que ""mortel"" est à "
406,FR,oublier,se_souvenir,dynamique,"['statique', 'immobile', 'immuable']","""oublier"" est à ""se_souvenir"" ce que ""dynamique"" est à "
407,FR,intérieur,dehors,en_haut,"['en_descendant', 'décliner', 'chute', 'déclivité', 'en_pente_descendante']","""intérieur"" est à ""dehors"" ce que ""en_haut"" est à "
408,FR,submerger,émerger,employer,"['renvoyer', 'feu', 'licencier', 'remplacer', 'mettre_fin_à']","""submerger"" est à ""émerger"" ce que ""employer"" est à "
409,FR,oublier,se_souvenir,en_avant,"['derrière', 'arrière', 'après', 'queue', 'avant']","""oublier"" est à ""se_souvenir"" ce que ""en_avant"" est à "
410,FR,en_avant,arrière,après,"['avant', 'plus_tôt', 'précédemment']","""en_avant"" est à ""arrière"" ce que ""après"" est à "
411,FR,dynamique,immuable,début,"['fin', 'terminal', 'dernier', 'final', 'finir', 'finale', 'conclusion']","""dynamique"" est à ""immuable"" ce que ""début"" est à "
412,FR,en_haut,en_bas,VRAI,"['FAUX', 'incorrect', 'faux', 'erroné']","""en_haut"" est à ""en_bas"" ce que ""VRAI"" est à "
413,FR,avant,après,en_dessous_de,"['au-dessus_de', 'plus_haut', 'haut']","""avant"" est à ""après"" ce que ""en_dessous_de"" est à "
414,FR,descendre,pick_up,descendre,"['lever', 'pick_up']","""descendre"" est à ""pick_up"" ce que ""descendre"" est à "
415,FR,en_haut,en_descendant,procéder,"['retraite', 'retour']","""en_haut"" est à ""en_descendant"" ce que ""procéder"" est à "
416,FR,sud-est,nord-est,sud-est,"['sud-ouest', 'nord-est']","""sud-est"" est à ""nord-est"" ce que ""sud-est"" est à "
417,FR,VRAI,FAUX,en_dessous_de,"['au-dessus_de', 'plus_haut', 'haut']","""VRAI"" est à ""FAUX"" ce que ""en_dessous_de"" est à "
418,FR,premier,dernier,intérieur,"['dehors', 'extérieur']","""premier"" est à ""dernier"" ce que ""intérieur"" est à "
419,FR,VRAI,FAUX,employer,"['renvoyer', 'feu', 'licencier', 'remplacer', 'mettre_fin_à']","""VRAI"" est à ""FAUX"" ce que ""employer"" est à "
420,ES,comienzo,fin,olvidar,"['recordar', 'recuperar', 'recuerdo', 'devolver_llamada', 'llamar', 'recolectar']","""comienzo"" es a ""fin"" como ""olvidar"" es a  "
421,ES,hacia,lejos,interior,"['exterior', 'al_aire_libre', 'a_la_intemperie', 'fuera']","""hacia"" es a ""lejos"" como ""interior"" es a  "
422,ES,cuesta_arriba,cuesta_abajo,debajo,"['encima', 'más_alto', 'arriba']","""cuesta_arriba"" es a ""cuesta_abajo"" como ""debajo"" es a  "
423,ES,mortal,inmortal,cuesta_arriba,"['cuesta_abajo', 'descenso', 'caída', 'pendiente_abajo,bajada,en_bajada']","""mortal"" es a ""inmortal"" como ""cuesta_arriba"" es a  "
424,ES,primero,último,adelante,"['hacia_atrás', 'detrás', 'hacia_detrás', 'posterior', 'trasero']","""primero"" es a ""último"" como ""adelante"" es a  "
425,ES,interior,afuera,adelante,"['detrás', 'posterior', 'después', 'cola', 'de_antemano']","""interior"" es a ""afuera"" como ""adelante"" es a  "
426,ES,olvidar,recordar,antes,"['después', 'después_de', 'tras', 'después_de_que', 'en_pos_de', 'por_delante']","""olvidar"" es a ""recordar"" como ""antes"" es a  "
427,ES,emplear,despedir,verdadero,"['falso', 'incorrecto', 'erróneo', 'equivocado']","""emplear"" es a ""despedir"" como ""verdadero"" es a  "
428,ES,caer,recoger,sumergir,['emerger'],"""caer"" es a ""recoger"" como ""sumergir"" es a  "
429,ES,comienzo,conclusión,emplear,"['despedir', 'echar', 'desplazar', 'finalizar', 'destituir']","""comienzo"" es a ""conclusión"" como ""emplear"" es a  "
430,ES,proceder,volver,interior,"['exterior', 'al_aire_libre', 'a_la_intemperie', 'fuera']","""proceder"" es a ""volver"" como ""interior"" es a  "
431,ES,apagado,encendido,dinámico,"['estático', 'quieto', 'inmóvil', 'estable']","""apagado"" es a ""encendido"" como ""dinámico"" es a  "
432,ES,emplear,finalizar,adelante,"['detrás', 'posterior', 'después', 'cola', 'de_antemano']","""emplear"" es a ""finalizar"" como ""adelante"" es a  "
433,ES,mortal,inmortal,sumergir,['emerger'],"""mortal"" es a ""inmortal"" como ""sumergir"" es a  "
434,ES,cuesta_arriba,cuesta_abajo,interior,"['afuera', 'exterior', 'fuera']","""cuesta_arriba"" es a ""cuesta_abajo"" como ""interior"" es a  "
435,ES,primero,último,mortal,['inmortal'],"""primero"" es a ""último"" como ""mortal"" es a  "
436,ES,olvidar,recordar,dinámico,"['estático', 'quieto', 'inmóvil', 'estable']","""olvidar"" es a ""recordar"" como ""dinámico"" es a  "
437,ES,interior,afuera,cuesta_arriba,"['cuesta_abajo', 'descenso', 'caída', 'pendiente_abajo,bajada,en_bajada']","""interior"" es a ""afuera"" como ""cuesta_arriba"" es a  "
438,ES,sumergir,emerger,emplear,"['despedir', 'echar', 'desplazar', 'finalizar', 'destituir']","""sumergir"" es a ""emerger"" como ""emplear"" es a  "
439,ES,olvidar,recordar,adelante,"['detrás', 'posterior', 'después', 'cola', 'de_antemano']","""olvidar"" es a ""recordar"" como ""adelante"" es a  "
440,ES,adelante,posterior,tras_de,"['antes_de', 'anteriormente', 'previamente']","""adelante"" es a ""posterior"" como ""tras_de"" es a  "
441,ES,dinámico,estable,comienzo,"['fin', 'terminal', 'acabar', 'último', 'final', 'meta', 'finale', 'conclusión']","""dinámico"" es a ""estable"" como ""comienzo"" es a  "
442,ES,arriba,abajo,verdadero,"['falso', 'incorrecto', 'erróneo', 'equivocado']","""arriba"" es a ""abajo"" como ""verdadero"" es a  "
443,ES,antes,después,debajo,"['encima', 'más_alto', 'arriba']","""antes"" es a ""después"" como ""debajo"" es a  "
444,ES,caer,recoger,caer,"['elevar', 'recoger']","""caer"" es a ""recoger"" como ""caer"" es a  "
445,ES,cuesta_arriba,cuesta_abajo,proceder,"['retirar', 'volver']","""cuesta_arriba"" es a ""cuesta_abajo"" como ""proceder"" es a  "
446,ES,sureste,noreste,sureste,"['suroeste', 'noreste']","""sureste"" es a ""noreste"" como ""sureste"" es a  "
447,ES,verdadero,falso,debajo,"['encima', 'más_alto', 'arriba']","""verdadero"" es a ""falso"" como ""debajo"" es a  "
448,ES,primero,último,interior,"['afuera', 'exterior', 'fuera']","""primero"" es a ""último"" como ""interior"" es a  "
449,ES,verdadero,falso,emplear,"['despedir', 'echar', 'desplazar', 'finalizar', 'destituir']","""verdadero"" es a ""falso"" como ""emplear"" es a  "
450,LT,pradžia,pabaiga,užmiršti,"['prisiminti', 'atgaminti', 'atsiminti']","""pradžia"" yra ""pabaiga"" taip, kaip ""užmiršti"" yra "
451,LT,link,šalin,vidinis,"['išorinis', 'lauko']","""link"" yra ""šalin"" taip, kaip ""vidinis"" yra "
452,LT,įkalnė,nuokalnė,žemiau,"['viršuje', 'aukščiau', 'aukštyn']","""įkalnė"" yra ""nuokalnė"" taip, kaip ""žemiau"" yra "
453,LT,mirtingas,nemirtingas,įkalnė,"['nuokalnė', 'nuolydis', 'kritimas', 'nuožulnus', 'žemėjantis']","""mirtingas"" yra ""nemirtingas"" taip, kaip ""įkalnė"" yra "
454,LT,pirmas,paskutinis,pirmyn,['atgal'],"""pirmas"" yra ""paskutinis"" taip, kaip ""pirmyn"" yra "
455,LT,viduje,išorėje,priešakyje,"['už', 'užpakalinis', 'po', 'galas', 'iš_anksto']","""viduje"" yra ""išorėje"" taip, kaip ""priešakyje"" yra "
456,LT,užmiršti,prisiminti,prieš,"['po', 'paskui', 'vėliau', 'po_to', 'priekyje']","""užmiršti"" yra ""prisiminti"" taip, kaip ""prieš"" yra "
457,LT,įdarbinti,atleisti,teisingas,"['klaidingas', 'neteisingas', 'blogas', 'neteisus']","""įdarbinti"" yra ""atleisti"" taip, kaip ""teisingas"" yra "
458,LT,mesti,pakelti,nugrimzti,['pasirodyti'],"""mesti"" yra ""pakelti"" taip, kaip ""nugrimzti"" yra "
459,LT,pradžia,užbaigimas,įdarbinti,"['atleisti', 'išmesti_iš_darbo', 'nutraukti_sutartį']","""pradžia"" yra ""užbaigimas"" taip, kaip ""įdarbinti"" yra "
460,LT,tęsti,sugrįžti,vidinis,"['išorinis', 'lauko']","""tęsti"" yra ""sugrįžti"" taip, kaip ""vidinis"" yra "
461,LT,nuo,ant,dinamiškas,"['statiškas', 'ramus', 'nejudantis', 'nesikeičiantis', 'pastovus,nekintantis']","""nuo"" yra ""ant"" taip, kaip ""dinamiškas"" yra "
462,LT,įdarbinti,nutraukti_sutartį,priešakyje,"['už', 'užpakalinis', 'po', 'galas', 'iš_anksto']","""įdarbinti"" yra ""nutraukti_sutartį"" taip, kaip ""priešakyje"" yra "
463,LT,mirtingas,nemirtingas,nugrimzti,['pasirodyti'],"""mirtingas"" yra ""nemirtingas"" taip, kaip ""nugrimzti"" yra "
464,LT,įkalnė,nuokalnė,viduje,['išorėje'],"""įkalnė"" yra ""nuokalnė"" taip, kaip ""viduje"" yra "
465,LT,pirmas,paskutinis,mirtingas,['nemirtingas'],"""pirmas"" yra ""paskutinis"" taip, kaip ""mirtingas"" yra "
466,LT,užmiršti,prisiminti,dinamiškas,"['statiškas', 'ramus', 'nejudantis', 'nesikeičiantis', 'pastovus,nekintantis']","""užmiršti"" yra ""prisiminti"" taip, kaip ""dinamiškas"" yra "
467,LT,viduje,išorėje,įkalnė,"['nuokalnė', 'nuolydis', 'kritimas', 'nuožulnus', 'žemėjantis']","""viduje"" yra ""išorėje"" taip, kaip ""įkalnė"" yra "
468,LT,nugrimzti,pasirodyti,įdarbinti,"['atleisti', 'išmesti_iš_darbo', 'nutraukti_sutartį']","""nugrimzti"" yra ""pasirodyti"" taip, kaip ""įdarbinti"" yra "
469,LT,užmiršti,prisiminti,priešakyje,"['už', 'užpakalinis', 'po', 'galas', 'iš_anksto']","""užmiršti"" yra ""prisiminti"" taip, kaip ""priešakyje"" yra "
470,LT,priešakyje,užpakalinis,po,"['prieš', 'anksčiau', 'pirma']","""priešakyje"" yra ""užpakalinis"" taip, kaip ""po"" yra "
471,LT,dinamiškas,nesikeičiantis,pradžia,"['pabaiga', 'galinė_riba', 'galas', 'finalas', 'užbaigimas', 'baigtis,epilogas,galutinė_riba']","""dinamiškas"" yra ""nesikeičiantis"" taip, kaip ""pradžia"" yra "
472,LT,aukštyn,žemyn,teisingas,"['klaidingas', 'neteisingas', 'blogas', 'neteisus']","""aukštyn"" yra ""žemyn"" taip, kaip ""teisingas"" yra "
473,LT,prieš,po,žemiau,"['viršuje', 'aukščiau', 'aukštyn']","""prieš"" yra ""po"" taip, kaip ""žemiau"" yra "
474,LT,mesti,pakelti,mesti,"['kelti', 'pakelti']","""mesti"" yra ""pakelti"" taip, kaip ""mesti"" yra "
475,LT,įkalnė,nuokalnė,tęsti,"['atsitraukti', 'sugrįžti']","""įkalnė"" yra ""nuokalnė"" taip, kaip ""tęsti"" yra "
476,LT,pietryčiai,šiaurės_rytai,pietryčiai,"['pietvakariai', 'šiaurės_rytai']","""pietryčiai"" yra ""šiaurės_rytai"" taip, kaip ""pietryčiai"" yra "
477,LT,teisingas,klaidingas,žemiau,"['viršuje', 'aukščiau', 'aukštyn']","""teisingas"" yra ""klaidingas"" taip, kaip ""žemiau"" yra "
478,LT,pirmas,paskutinis,viduje,['išorėje'],"""pirmas"" yra ""paskutinis"" taip, kaip ""viduje"" yra "
479,LT,teisingas,klaidingas,įdarbinti,"['atleisti', 'išmesti_iš_darbo', 'nutraukti_sutartį']","""teisingas"" yra ""klaidingas"" taip, kaip ""įdarbinti"" yra "
