,ID,Relation,Source,Target,LT
1290,,,,folksong,DUPLICATE_liaudies_daina
1291,,,,folk_ballad,liaudies_baladė
1292,,,,lied,"""Lied""_žanro_daina"
1293,,,,love_song,meilės_daina
1294,,,,love-song,DUPLICATE_meilės_daina
1295,,,,cradlesong,DUPLICATE_lopšinė
1296,,,,berceuse,DUPLICATE_lopšinė
1297,,,,oldie,sena_populiari_daina
1298,,,,golden_oldie,DUPLICATE_sena_populiari_daina
1299,,,,partsong,vokalinis_kūrinys_trimis_ar_daugiau_balsų
1300,,,,prothalamion,vestuvinė_daina
1301,,,,prothalamium,DUPLICATE_vestuvinė_daina
1302,,,,roundelay,trumpa_dainelė_su_priedainiu
1303,,,,scolion,svečių_daina
1304,,,,banquet_song,pokylio_daina
1305,,,,serenade,serenada
1306,,,,torch_song,sentimentali_meilės_daina
1307,,,,work_song,darbo_daina
1308,,,,,"psalmė,giesmė,sutartinė"
1309,L03_44,hyponyms - misc,spice,,prieskonis
1310,,,,pepper,pipirai
1311,,,,allspice,kvapusis_pipiras
1312,,,,ajwain,Egiptinis_kmynas
1313,,,,cumin,kmyninis_kuminas
1314,,,,caraway_seed,kmynai
1315,,,,cardamom,kardamonas
1316,,,,cassia,kininis_cinamonas
1317,,,,cayenne,aitrioji_paprika
1318,,,,celery_seeds,salierų_sėklos
1319,,,,chile_pepper,čili_pipiras
1320,,,,chile,DUPLICATE_čili_pipiras
1321,,,,cinnamon,cinamonas
1322,,,,clove,gvazdikėliai
1323,,,,coriander,kalendra
1324,,,,dill,krapai
1325,,,,fennel,pankolis
1326,,,,fenugreek,ožragė
1327,,,,frankincense,frankincensas
1328,,,,galangal,galangalas
1329,,,,garlic,česnakas
1330,,,,ginger,imbieras
1331,,,,horseradish,krienas
1332,,,,jalapeño,jalapeno_pipirai
1333,,,,juniper,kadagys
1334,,,,licorice,saldymedis
1335,,,,mace,muskato_kevalo_milteliai
1336,,,,mustard,garstyčia
1337,,,,nutmeg,muskatas
1338,,,,onion,svogūnas
1339,,,,paprika,paprika
1340,,,,peppercorns,pipirų_grūdeliai
1341,,,,saffron,šafranas
1342,,,,savory,dašis
1343,,,,sesame,sezamas
1344,,,,anise,anyžius
1345,,,,sumac,žagrenis
1346,,,,tabasco,Tabasko_pipiras
1347,,,,tamarind,tamarindas
1348,,,,turmeric,ciberžolė
1349,,,,five_spice_powder,penkių_prieskonių_mišinys
1350,,,,powdered_ginger,imbiero_milteliai
1351,,,,chinese_anise,kiniškas_anyžius
1352,,,,star_anise,žvaigždanyžis
1353,,,,star_aniseed,žvaigždanyžio_sėklos
1354,,,,,"tikrasis_šventkmynis,ažgonas,čili_paprika,raudonasis_pipiras,ladanas,alpinija,jalapeno_paprika,lakrica"
1355,L03_45,hyponyms - misc,sweater,,megztinis
1356,,,,turtleneck,golfas
1357,,,,cardigan,kardiganas
1358,,,,pullover,puloveris
1359,,,,slipover,megzta_liemenė
1360,,,,turtle,megztinis_aukšta_apykakle
1361,,,,polo-neck,megztinis_paaukštinta_apykakle
1362,,,,,"nertinis,susagstomas_megztinis"
1363,L03_46,hyponyms - misc,tool,,įrankis
1364,,,,rake,grėblys
1365,,,,abrader,šlifavimo_įrankis
1366,,,,abradant,abrazyvai
1367,,,,bender,replės
1368,,,,clincher,kniedytuvas
1369,,,,comb,šukos
1370,,,,cutting_implement,pjovimo_įrankis
1371,,,,drill,grąžtas
1372,,,,eolith,eolitas
1373,,,,fork,šakutė
1374,,,,gang,įrankių_rinkinys
1375,,,,garden_tool,sodo_įrankis
1376,,,,lawn_tool,vejos_priežiūros_įrankis
1377,,,,grapnel,kobinys
1378,,,,grapple,DUPLICATE_kobinys
1379,,,,grappler,DUPLICATE_kobinys
1380,,,,grappling_hook,DUPLICATE_kobinys
1381,,,,grappling_iron,DUPLICATE_kobinys
1382,,,,hack,kirstukas
1383,,,,hand_tool,rankinis_įrankis
1384,,,,hoe,kauptukas
1385,,,,jack,domkratas
1386,,,,jaws_of_life,hidraulinės_gelbėjimo_žirklės
1387,,,,neolith,neolito_įrankis
1388,,,,paleolith,paleolito_įrankis
1389,,,,pestle,piesta
1390,,,,muller,grūstuvas
1391,,,,pounder,grūstuvėlis
1392,,,,plow,plūgas
1393,,,,plough,DUPLICATE_plūgas
1394,,,,power_tool,variklinis_įrankis
1395,,,,punch,gręžimo_vietos_žymeklis
1396,,,,puncher,DUPLICATE_gręžimo_vietos_žymeklis
1397,,,,ram,taranas
1398,,,,rounder,NO_TRANSLATION
1399,,,,saw_set,pjūklo_dantų_vartymo_įrankis
1400,,,,shaping_tool,formavimo_įrankis
1401,,,,strickle,pustyklė
1402,,,,stylus,rašomoji_lazdelė
1403,,,,style,DUPLICATE_rašomoji_lazdelė
1404,,,,tamp,plūktuvas
1405,,,,tamper,DUPLICATE_plūktuvas
1406,,,,tamping_bar,DUPLICATE_plūktuvas
1407,,,,tap,sriegiklis
1408,,,,upset,DUPLICATE_NO_TRANSLATION
1409,,,,swage,štampavimo_presas
1410,,,,,"elektrinis_įrankis,akumuliatorinis_įrankis,benzininis_įrankis,dyzelinis_įrankis,dujinis_įrankis,pneumatinis_įrankis,galandinimo_įrankis,abrazyvinės_medžiagos,gręžtuvas,įrankių_komplektas,kirstuvas,kirtiklis,kaplys,galąstuvas,skylamušis,skylmuša,grūstuvė,staklės"
1411,L03_47,hyponyms - misc,toy,,žaislas
1412,,,,doll,lėlė
1413,,,,ball,kamuolys
1414,,,,balloon,balionas
1415,,,,cockhorse,žaislinis_arkliukas
1416,,,,dolly,lėlytė
1417,,,,dollhouse,lėlių_namelis
1418,,,,house,žaislinis_namelis
1419,,,,frisbee,skraidantis_diskas
1420,,,,hobby,lazda_su_arkliuko_galva
1421,,,,hobbyhorse,DUPLICATE_lazda_su_arkliuko_galva
1422,,,,rocking,supamas_arkliukas
1423,,,,horse,DUPLICATE_žaislinis_arkliukas
1424,,,,hula-hoop,gimnastikos_lankas
1425,,,,jack-in-the-box,dėžutė_su_iššokančia_figūrėle
1426,,,,jungle,karstyklės
1427,,,,gym,DUPLICATE_karstyklės
1428,,,,jumping,virvelėmis_valdoma_lėlė
1429,,,,jack,DUPLICATE_virvelėmis_valdoma_lėlė
1430,,,,kaleidoscope,kaleidoskopas
1431,,,,kite,aitvaras
1432,,,,lego,lego
1433,,,,meccano,Meccano_konstruktorius
1434,,,,shooter,žaislinis_šautuvas
1435,,,,pinata,pinjata
1436,,,,pinwheel,vėjo_malūnėlis
1437,,,,playhouse,DUPLICATE_žaislinis_namelis
1438,,,,wendy,DUPLICATE_žaislinis_namelis
1439,,,,pogo,šokliukas
1440,,,,stick,DUPLICATE_šokliukas
1441,,,,popgun,DUPLICATE_žaislinis_šautuvas
1442,,,,rattle,barškutis
1443,,,,sandbox,smėliadėžė
1444,,,,sandpile,DUPLICATE_smėliadėžė
1445,,,,sandpit,DUPLICATE_smėliadėžė
1446,,,,seesaw,pusiausvyros_sūpynės
1447,,,,teeter,DUPLICATE_pusiausvyros_sūpynės
1448,,,,teeter-totter,DUPLICATE_pusiausvyros_sūpynės
1449,,,,teetertotter,DUPLICATE_pusiausvyros_sūpynės
1450,,,,teeterboard,DUPLICATE_pusiausvyros_sūpynės
1451,,,,tilting,balansinė_lenta
1452,,,,board,DUPLICATE_balansinė_lenta
1453,,,,dandle,DUPLICATE_pusiausvyros_sūpynės
1454,,,,slide,čiuožykla
1455,,,,playground,žaidimų_aikštelė
1456,,,,sliding,DUPLICATE_čiuožykla
1457,,,,slingshot,timpa
1458,,,,sling,DUPLICATE_timpa
1459,,,,catapult,DUPLICATE_timpa
1460,,,,swing,sūpynės
1461,,,,teddy,pliušinis_meškinas_Tedis
1462,,,,bear,DUPLICATE_pliušinis_meškinas_Tedis
1463,,,,top,vilkelis
1464,,,,whirligig,sukamas_žaislas
1465,,,,teetotum,vilkelis_su_raidėmis
1466,,,,spinning,DUPLICATE_vilkelis
1467,,,,train,žaislinis_traukinukas
1468,,,,water_pistol,vandens_šautuvas
1469,,,,gun,DUPLICATE_žaislinis_šautuvas
1470,,,,squirt,DUPLICATE_vandens_šautuvas
1471,,,,squirter,DUPLICATE_vandens_šautuvas
1472,,,,yo-yo,jo_jo
1473,,,,,"sviedinys,plastinė_lėkštė,skraidanti_lėkštė,frisbis,skraidantysis_diskas,skraidančioji_lėkštė,arkliukas_su_lazda,supamasis_arkliukas,patimpa,pogo_lazda,šliuožykla,laidynė,laidyklė,svaidyklė,ragatkė,pliušinis_meškiukas,sukutis"
1474,L03_48,hyponyms - misc,trousers,,kelnės
1475,,,,jeans,džinsai
1476,,,,bellbottom_trousers,kliošinės_kelnės
1477,,,,bell-bottoms,DUPLICATE_kliošinės_kelnės
1478,,,,bellbottom_pants,DUPLICATE_kliošinės_kelnės
1479,,,,breeches,bridžiai
1480,,,,knee_breeches,DUPLICATE_bridžiai
1481,,,,knee_pants,DUPLICATE_bridžiai
1482,,,,knickerbockers,ant_blauzdų_susegamos_pusilgės_kelnės
1483,,,,knickers,DUPLICATE_ant_blauzdų_susegamos_pusilgės_kelnės
1484,,,,chino,NO_TRANSLATION
1485,,,,churidars,DUPLICATE_NO_TRANSLATION
1486,,,,cords,velvetinės_kelnės
1487,,,,corduroys,DUPLICATE_velvetinės_kelnės
1488,,,,flannel,flanelinės_kelnės
1489,,,,gabardine,gabardino_kelnės
1490,,,,tweed,tvido_kelnės
1491,,,,white,baltos_džinsinės_kelnės
1492,,,,jean,DUPLICATE_baltos_džinsinės_kelnės
1493,,,,blue_jean,mėlynos_džinsinės_kelnės
1494,,,,denim,DUPLICATE_džinsai
1495,,,,jodhpurs,jojimo_kelnės
1496,,,,jodhpur_breeches,DUPLICATE_jojimo_kelnės
1497,,,,riding_breeches,DUPLICATE_jojimo_kelnės
1498,,,,long_trousers,ilgos_kelnės
1499,,,,long_pants,DUPLICATE_ilgos_kelnės
1500,,,,pajama,pižama
1501,,,,pyjama,DUPLICATE_pižama
1502,,,,pantaloon,vyriškos_aptemptos_kelnės
1503,,,,pedal_pusher,pusilgės_tamprės
1504,,,,toreador_pants,DUPLICATE_pusilgės_tamprės
1505,,,,salwar,šalvarai
1506,,,,shalwar,DUPLICATE_šalvarai
1507,,,,short_pants,šortai
1508,,,,shorts,DUPLICATE_šortai
1509,,,,trunks,glaudės
1510,,,,slacks,kelnės
1511,,,,stretch_pants,tampkelnės
1512,,,,sweat_pants,treninginės_kelnės
1513,,,,sweatpants,DUPLICATE_treninginės_kelnės
1514,,,,trews,languotos_kelnės
1515,,,,britches,DUPLICATE_bridžiai
1516,,,,buckskins,elnio_odos_kelnės
1517,,,,plus_fours,golfo_kelnės
1518,,,,trunk_hose,hosai
1519,,,,levi's,Levi's_kelnės
1520,,,,levis,DUPLICATE_Levi's_kelnės
1521,,,,bermuda_shorts,Bermuda_šortai
1522,,,,jamaica_shorts,DUPLICATE_Bermuda_šortai
1523,,,,hot_pants,trumpės
1524,,,,lederhosen,trumpos_kelnės_su_petnešomis
1525,,,,,"džinsinės_kelnės,timpkelnės,tamprės,timpės,treningo_kelnės,sportinės_kelnės,šarovarai,plačkelnės,galifė"
1526,L03_49,hyponyms - misc,weapon,,ginklas
1527,,,,gun,šaunamasis_ginklas
1528,,,,bow,lankas
1529,,,,arrow,strėlė
1530,,,,dart,smigis
1531,,,,knucks,kastetas
1532,,,,knuckles,DUPLICATE_kastetas
1533,,,,flamethrower,liepsnosvaidis
1534,,,,knife,peilis
1535,,,,missile,raketa
1536,,,,pike,ietis
1537,,,,projectile,sviedinys
1538,,,,slasher,kardas
1539,,,,sling,svaidyklė
1540,,,,spear,DUPLICATE_ietis
1541,,,,lance,DUPLICATE_ietis
1542,,,,shaft,ilgo_ginklo_kotas
1543,,,,stun,apsvaiginimo_ginklas
1544,,,,baton,policininko_lazda
1545,,,,sword,kalavijas
1546,,,,blade,ašmenys
1547,,,,brand,DUPLICATE_kardas
1548,,,,steel,plieninis_pistoletas
1549,,,,tomahawk,tomahaukas
1550,,,,hatchet,kirvis
1551,,,,fire,šautuvas
1552,,,,,"šovinys,kulka,špaga,geležtė,pistoletas,revolveris,pabūklas,patranka"
1553,L03_50,hyponyms - misc,weekday,,savaitės_diena
1554,,,,monday,pirmadienis
1555,,,,workday,darbadienis
1556,,,,working_day,darbo_diena
1557,,,,work_day,DUPLICATE_darbo_diena
1558,,,,feria,šiokiadienis
1559,,,,mon,DUPLICATE_pirmadienis
1560,,,,tuesday,antradienis
1561,,,,tues,DUPLICATE_antradienis
1562,,,,wednesday,trečiadienis
1563,,,,midweek,savaitės_vidurys
1564,,,,wed,DUPLICATE_trečiadienis
1565,,,,thursday,ketvirtadienis
1566,,,,th,DUPLICATE_ketvirtadienis
1567,,,,friday,penktadienis
1568,,,,fri,DUPLICATE_penktadienis
1569,,,,saturday,šeštadienis
1570,,,,sabbatum,DUPLICATE_šeštadienis
1571,,,,sat,DUPLICATE_šeštadienis
