,ID,Relation,Source,Target,BM
1527,,,,gun,marifa
1528,,,,bow,kala
1529,,,,arrow,biɲɛkisɛ
1530,,,,dart,seko
1531,,,,knucks,bolokɔniw
1532,,,,knuckles,DUPLICATE_bolokɔniw
1533,,,,flamethrower,tasuma-fanga-minɛn
1534,,,,knife,muru
1535,,,,missile,misiri_ye
1536,,,,pike,bìɲɛ
1537,,,,projectile,projektili_(projetil)_ye
1538,,,,slasher,slasher_(sɔgɔsɔgɔninjɛ).
1539,,,,sling,sɔgɔsɔgɔninjɛ
1540,,,,spear,tama_ye
1541,,,,lance,DUPLICATE_tama_ye
1542,,,,shaft,shaft_(bololanɛgɛ).
1543,,,,stun,Stun_ye
1544,,,,baton,bere
1545,,,,sword,npan
1546,,,,blade,murukisɛ
1547,,,,brand,mariki
1548,,,,steel,nɛgɛ
1549,,,,tomahawk,tomahawk_ye
1550,,,,hatchet,hatchet_(hakɛ).
1551,,,,fire,tasuma
1553,L03_50,hyponyms - misc,weekday,,dɔgɔkun_don
1554,,,,monday,tɛnɛ
1555,,,,workday,baarakɛdon
1556,,,,working_day,baarakɛdon_don
1557,,,,work_day,baara_don
1560,,,,tuesday,tarata
1561,,,,tues,taratadonw
1562,,,,wednesday,araba
1563,,,,midweek,dɔgɔkun_cɛmancɛ_la
1565,,,,thursday,alamisa
1567,,,,friday,juma
1569,,,,saturday,sibiri
