,ID,Relation,Source,Target,DE
1551,,,,fire,Feuerwaffe
1552,,,,,"Axt,Katapult,Kanone,Maschinengewehr,Degen"
1553,L03_50,hyponyms - misc,weekday,,Wochentag
1554,,,,monday,Montag
1555,,,,workday,Arbeitstag
1556,,,,working_day,DUPLICATE_Arbeitstag
1557,,,,work_day,DUPLICATE_Arbeitstag
1558,,,,feria,Ferie
1559,,,,mon,Mon
1560,,,,tuesday,Dienstag
1561,,,,tues,Die
1562,,,,wednesday,Mittwoch
1563,,,,midweek,Wochenmitte
1564,,,,wed,Mitt
1565,,,,thursday,Donnerstag
1566,,,,th,Do
1567,,,,friday,Freitag
1568,,,,fri,Frei
1569,,,,saturday,Samstag
1570,,,,sabbatum,Sabbat
1571,,,,sat,Sa
1572,,,,,"Sonnabend,Schultag"
